TP,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,Support,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
98,2026-01-30 18:26:26,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__noIMB__MinMax/sklearn_SVM,0,0.7272727272727273,0.611764705882353,0.6750190985485103,0.7101449275362319,0.98,0.8235294117647058,100.0,2,40,14,False,0.2,0.5,1769764270122_202fd60e17697687868270791
98,2026-01-31 10:57:06,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/7/infgain/Standard__gaussian_noise__noIMB/sklearn_SVM,0,0.7077922077922078,0.5708181086269896,0.6432411955419325,0.6950354609929078,0.98,0.8132780082987552,100.0,2,43,11,True,0.2,0.5,1769799643988_de27996617698282265628903
98,2026-01-31 04:53:23,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/5/infgain/gaussian_noise__noIMB__Standard/GradientBoosting,0,0.7987012987012987,0.7403600369826508,0.7771230238190591,0.7716535433070866,0.98,0.8634361233480177,100.0,2,29,25,False,0.2,0.5,1769799643988_de27996617698064033209131
97,2026-01-30 17:23:44,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/4/infgain/Standard__gaussian_noise__TomekLinks/GradientBoosting,0,0.7077922077922078,0.5797707840640349,0.6490529663169284,0.697841726618705,0.97,0.8117154811715481,100.0,3,42,12,True,0.2,0.5,1769764270122_202fd60e17697650247116626
97,2026-02-04 03:51:25,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/7/infgain/gaussian_noise__noIMB__MinMax/GradientBoosting,0,0.7207792207792207,0.6064657990134902,0.6698202255342566,0.708029197080292,0.97,0.8185654008438819,100.0,3,40,14,False,0.2,0.5,1770071966168_8d52732c17701482850118610
