Support,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
27.0,2026-02-03 22:10:16,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/5/biMaxInfgain/Standard__gaussian_noise__SMOTE/random_forest,1,0.5584415584415584,0.5454861111111111,0.5684072871572872,0.4054054054054054,0.5555555555555556,0.46875,15,12,22,28,True,0.1,0.5,1770071966168_8d52732c17701278165466508
27.0,2026-02-04 01:53:33,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/infgain/mixup__ADASYN__MinMax/random_forest,1,0.7402597402597403,0.7380952380952381,0.7452071737786023,0.5813953488372093,0.925925925925926,0.7142857142857143,25,2,18,32,False,0.1,0.35,1770071966168_8d52732c17701412139073003
27.0,2026-01-31 04:53:05,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/5/infgain/gaussian_noise__noIMB__Standard/sklearn_SVM,1,0.7272727272727273,0.6264726264726265,0.6844326844326845,0.8,0.2962962962962963,0.4324324324324324,8,19,2,48,False,0.1,0.5,1769799643988_de27996617698063854759545
27.0,2026-02-04 01:53:34,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/infgain/mixup__ADASYN__MinMax/XGBmodel,1,0.7532467532467533,0.7517393517732904,0.7575177240882315,0.5909090909090909,0.9629629629629628,0.7323943661971831,26,1,18,32,False,0.1,0.35,1770071966168_8d52732c17701412149677334
27.0,2026-02-04 01:53:35,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/infgain/mixup__ADASYN__MinMax/DTmodel,1,0.7142857142857143,0.6913265306122449,0.7164723032069972,0.5862068965517241,0.6296296296296297,0.6071428571428571,17,10,12,38,False,0.1,0.35,1770071966168_8d52732c17701412159248743
