Support,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,Recall,F1,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
100.0,2026-01-30 18:08:41,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/biMaxInfgain/mixup__ADASYN__Standard/LogisticRegression,0,0.7142857142857143,0.703015427769986,0.7202965337607694,0.8333333333333334,0.7,0.7608695652173914,70,30,14,40,False,0.2,0.5,1769764270122_202fd60e17697677215246899
100.0,2026-02-03 22:43:10,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/5/infgain/noAUG__SMOTE__MinMax/random_forest,0,0.7012987012987013,0.7000338753387534,0.7058520747545138,0.921875,0.59,0.7195121951219512,59,41,5,49,False,0.2,0.35,1770071966168_8d52732c17701297905999909
100.0,2026-01-30 18:09:09,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/biMaxInfgain/mixup__SMOTE__Standard/GradientBoosting,0,0.7597402597402597,0.752120763910036,0.7651021271763431,0.8888888888888888,0.72,0.7955801104972375,72,28,9,45,False,0.2,0.5,1769764270122_202fd60e17697677495023825
100.0,2026-01-30 18:09:09,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/6/biMaxInfgain/mixup__SMOTE__Standard/LogisticRegression,0,0.7142857142857143,0.7059027777777778,0.720734126984127,0.85,0.68,0.7555555555555555,68,32,12,42,False,0.2,0.5,1769764270122_202fd60e17697677491249372
100.0,2026-02-03 06:57:34,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/4/biMaxInfgain/noAUG__RandomUnderSampler__Standard/LogisticRegression,0,0.6623376623376623,0.6621097046413502,0.6647312181489398,0.913793103448276,0.53,0.6708860759493671,53,47,5,49,False,0.2,0.35,1770071966168_8d52732c17700730545261256
