Macro_Recall,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio,Random_State,Timestamp,RunID,LogDir,Model_RunID,Accuracy,Macro_Precision,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.3155555555555556,6,biMaxInfgain,minmax,gaussian_noise,TomekLinks,DTmodel,last,0.35,0.1,5012,2026-02-22 12:53:51,20260222-075415,log/pimaindians_diabetes/6/biMaxInfgain/gaussian_noise__TomekLinks__minmax/DTmodel,1771718062421_c4b64e6c17717360318974670,0.3766233766233766,0.3155555555555556,0.3155555555555556,0.3766233766233766,0.3766233766233766,0.3766233766233766,0.3766233766233766,0.3766233766233766,0.3766233766233766,0.3552496392496391
0.3296296296296296,6,biMeanInfgain,standard,gaussian_noise,ADASYN,DTmodel,first,0.35,0.1,5012,2026-02-22 14:44:30,20260222-075415,log/pimaindians_diabetes/6/biMeanInfgain/standard__gaussian_noise__ADASYN/DTmodel,1771718062421_c4b64e6c17717426709124359,0.3506493506493506,0.3445945945945946,0.3315972222222222,0.391014391014391,0.3506493506493506,0.365304834054834,0.3506493506493506,0.3506493506493506,0.3506493506493506,0.3513189102251601
0.3637037037037037,5,biMeanInfgain,standard,gaussian_noise,RandomUnderSampler,DTmodel,first,0.35,0.1,5012,2026-02-22 10:58:18,20260222-075415,log/pimaindians_diabetes/5/biMeanInfgain/standard__gaussian_noise__RandomUnderSampler/DTmodel,1771718062421_c4b64e6c17717290988343202,0.3506493506493506,0.3722222222222222,0.34789972899729,0.4103896103896103,0.3506493506493506,0.360547988596769,0.3506493506493506,0.3506493506493506,0.3506493506493506,0.3611584515304026
0.3696296296296296,6,biMaxInfgain,minmax,gaussian_noise,noImbl,DTmodel,last,0.35,0.1,5012,2026-02-22 12:56:34,20260222-075415,log/pimaindians_diabetes/6/biMaxInfgain/gaussian_noise__noImbl__minmax/DTmodel,1771718062421_c4b64e6c17717361943263665,0.4025974025974026,0.3787878787878788,0.3719858156028368,0.4285714285714285,0.4025974025974026,0.4134014921248963,0.4025974025974026,0.4025974025974026,0.4025974025974025,0.3965459508970146
0.3696296296296296,6,infgain,standard,gaussian_noise,noImbl,DTmodel,first,0.35,0.2,5012,2026-02-22 18:23:32,20260222-075415,log/pimaindians_diabetes/6/infgain/standard__gaussian_noise__noImbl/DTmodel,1771718062421_c4b64e6c17717558126785859,0.4025974025974026,0.3787878787878788,0.3719858156028368,0.4285714285714285,0.4025974025974026,0.4134014921248963,0.4025974025974026,0.4025974025974026,0.4025974025974025,0.3965459508970146
