Metric,Model:sklearn_SVM,AugName:noAug,AugName:mixup,Model:LogisticRegression,ImblName:TomekLinks,Random_State:42.0,Random_State:7.0,Prob_Threshold:0.5,ImblName:noImbl,Split_Ratio:0.1
Accuracy,0.7111631424131425,0.707822039072039,0.7111582861582861,0.6858807858807858,0.7010287166537166,0.6862314768564769,0.6857597263847264,0.697144522144522,0.7020369676619677,0.6810675435675435
Macro_F1,0.6918414630064632,0.6952520611549604,0.6961750795523187,0.6705294126907042,0.675740015255274,0.6687968497744455,0.6684747943820111,0.6736701347776077,0.6724322612200878,0.6642830190282037
Macro_Precision,0.7187246038044606,0.7075466700039367,0.7055380427841451,0.7095888421232814,0.6889121908177346,0.6972556213661674,0.699195462724082,0.6867751579101138,0.6871371506554949,0.6938548968513919
Macro_Recall,0.7164925411522634,0.7182310264324153,0.715142084124723,0.7058030231085787,0.6875988742481798,0.6989645061728396,0.6971992521367522,0.6869706592276037,0.6810504543895748,0.6944171151208187
Weighted_F1,0.7088503559644169,0.711252686415473,0.714224773943707,0.6825009175397678,0.699905296434983,0.6834333222433927,0.6824936098696793,0.6967103852488096,0.6991970515732276,0.6783477943357906
Weighted_Precision,0.7566181853473558,0.7486369779311791,0.7443071621480409,0.7546864263292031,0.7216601350749805,0.7396155314950801,0.7393711749034471,0.7205542380498613,0.7171967464691822,0.7358281975949316
