Metric,Mean,Std
Accuracy,0.693485680985681,0.08856042276404733
Macro_Precision,0.6982120110274755,0.06594459210377505
Macro_Recall,0.6976405508072174,0.07896224131497975
Macro_F1,0.6721420880063349,0.09503694982476726
Weighted_Precision,0.7369480155124534,0.0661618779847035
Weighted_Recall,0.693485680985681,0.08856042276404733
Weighted_F1,0.6893688290600616,0.10281641975479092
Micro_Precision,0.693485680985681,0.08856042276404733
Micro_Recall,0.693485680985681,0.08856042276404733
Micro_F1,0.693485680985681,0.08856042276404731
Integrated_Score,0.6949009676889464,0.08188384438823272
