Part,MeanImportance,StdImportance,Rank
AugName,0.5683049652223325,0.06546235238666857,1
ImblName,0.10646026012460828,0.023496381986966162,2
FS_Method,0.051812656979643906,0.021799490663391523,3
Scaler,0.03518207710650737,0.006692043243384009,4
Norm_Order,0.027554581609501277,0.008511640239966527,5
FeatureNum,0.0,0.0,6
Model,0.0,0.0,6
Prob_Threshold,0.0,0.0,6
Random_State,0.0,0.0,6
Split_Ratio,0.0,0.0,6
