Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
1,M_P,0.8623,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
1,M_R,0.8830,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
1,M_F1,0.8635,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
1,m_P,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
1,m_R,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
1,m_F1,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
1,W_P,0.8855,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
1,W_R,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
1,W_F1,0.8725,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
1,Acc,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
2,M_P,0.8623,log/pimaindians_diabetes_v2/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
2,M_R,0.8830,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
2,M_F1,0.8635,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
2,m_P,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,m_R,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,m_F1,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,W_P,0.8855,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
2,W_R,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
2,W_F1,0.8725,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.35,126
2,Acc,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
