Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
3,M_P,0.8591,log/pimaindians_diabetes_v2/7/infgain/standard__noAug__noImbl/LogisticRegression,0.1,0.5,126
3,M_R,0.8730,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/GradientBoosting,0.1,0.35,126
3,M_F1,0.8548,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
3,m_P,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
3,m_R,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
3,m_F1,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
3,W_P,0.8770,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/GradientBoosting,0.1,0.35,126
3,W_R,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
3,W_F1,0.8689,log/pimaindians_diabetes_v2/4/biMaxInfgain/noAug__noImbl__standard/XGBmodel,0.1,0.5,126
3,Acc,0.8701,log/pimaindians_diabetes_v2/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
4,M_P,0.8591,log/pimaindians_diabetes_v2/7/infgain/noAug__noImbl__standard/LogisticRegression,0.1,0.5,126
4,M_R,0.8730,log/pimaindians_diabetes_v2/5/biMaxInfgain/noAug__noImbl__standard/GradientBoosting,0.1,0.35,126
4,M_F1,0.8548,log/pimaindians_diabetes_v2/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
4,m_P,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
4,m_R,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
4,m_F1,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
4,W_P,0.8770,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/GradientBoosting,0.1,0.35,126
4,W_R,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
4,W_F1,0.8689,log/pimaindians_diabetes_v2/4/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.5,126
4,Acc,0.8701,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
5,M_P,0.8561,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/XGBmodel,0.1,0.35,126
5,M_R,0.8644,log/pimaindians_diabetes_v2/7/biMaxInfgain/minmax__noAug__noImbl/XGBmodel,0.1,0.35,126
5,M_F1,0.8507,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/GradientBoosting,0.1,0.35,126
5,m_P,0.8571,log/pimaindians_diabetes_v2/7/biMaxInfgain/noAug__noImbl__minmax/XGBmodel,0.1,0.35,126
5,m_R,0.8571,log/pimaindians_diabetes_v2/7/biMaxInfgain/noAug__noImbl__minmax/XGBmodel,0.1,0.35,126
5,m_F1,0.8571,log/pimaindians_diabetes_v2/7/biMaxInfgain/noAug__noImbl__minmax/XGBmodel,0.1,0.35,126
5,W_P,0.8690,log/pimaindians_diabetes_v2/7/biMaxInfgain/noAug__noImbl__minmax/XGBmodel,0.1,0.35,126
5,W_R,0.8571,log/pimaindians_diabetes_v2/7/biMaxInfgain/noAug__noImbl__minmax/XGBmodel,0.1,0.35,126
5,W_F1,0.8600,log/pimaindians_diabetes_v2/5/biMaxInfgain/standard__noAug__noImbl/GradientBoosting,0.1,0.35,126
5,Acc,0.8571,log/pimaindians_diabetes_v2/7/biMaxInfgain/noAug__noImbl__minmax/XGBmodel,0.1,0.35,126
