Cluster,Part
2,AugName:noAug
2,FS_Method:biMaxInfgain
2,FeatureNum:4.0
2,FeatureNum:6.0
2,ImblName:noImbl
2,Norm_Order:first
2,Norm_Order:last
2,Prob_Threshold:0.5
2,Scaler:minmax
2,Scaler:standard
3,FS_Method:infgain
3,FeatureNum:7.0
1,FS_Method:noSelect
1,FeatureNum:5.0
1,FeatureNum:8.0
1,Model:random_forest
10,Model:DTmodel
4,Model:GradientBoosting
9,Model:LogisticRegression
6,Model:XGBmodel
8,Model:sklearn_SVM
7,Split_Ratio:0.1
5,Split_Ratio:0.2
