Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.0,0.07790643866824408,0.0,0.0,0.33202282733632843,0.0066578310438127775,0.0,0.14749292113468143,0.0
Macro_F1,0.0,0.07995899425805995,0.0,0.0,0.34731652998951396,0.007449621924475959,0.0,0.12349302304750648,0.0
Macro_Precision,0.0,0.08985335579174548,0.0,0.0,0.3761631664814927,0.007839662945410641,0.0,0.09721418228816153,0.0
Macro_Recall,0.0,0.07873426586286802,0.0,0.0,0.37692970938041487,0.008276437705276066,0.0,0.10033212113942211,0.0
Weighted_F1,0.0,0.07856221839191888,0.0,0.0,0.34296665448170516,0.0068792759690477845,0.0,0.14901859140259033,0.0
Weighted_Precision,0.0,0.08508098205443705,0.0,0.0,0.3935313423468308,0.008326652785373014,0.0,0.09376104306432959,0.0
