Metric,Split_Ratio:0.1,ImblName:ADASYN,FeatureNum:7.0,FeatureNum:8.0,FS_Method:noSelect,Prob_Threshold:0.35,Scaler:standard,ImblName:SMOTE,Norm_Order:last,FeatureNum:5.0
Accuracy,0.10296713494568736,0.11914672047259342,0.10156455803175182,0.10048372885680894,0.10048372885680894,0.11127677634891094,0.09901792492438169,0.10474217848368057,0.10211203488209696,0.09764943751028698
Macro_F1,0.11089858874151128,0.12878403679961822,0.11176145970753805,0.10980352213314415,0.10980352213314415,0.12036521354351361,0.10780769482082908,0.11055853162463633,0.1099097452379862,0.10428315760155059
Macro_Precision,0.06773379725726764,0.0793343907033652,0.06655135192889325,0.06223415428812725,0.06223415428812725,0.06578929318571095,0.06955765144750808,0.06929410131224263,0.07118116760027013,0.06911192845336522
Macro_Recall,0.0858132714281566,0.09391079601768527,0.084059104167483,0.08261031326491952,0.08261031326491952,0.08537474441401895,0.08515588629467458,0.0847546311739334,0.08641871953060161,0.08319684283652799
Weighted_F1,0.12241605328764993,0.146760719712342,0.12507660625920167,0.12333737754590324,0.12333737754590324,0.13761656874373457,0.1181045609727084,0.12411801175134475,0.12193271411150633,0.11470572001411872
Weighted_Precision,0.06810837105852639,0.0804835461790481,0.06889289350892443,0.06380515439376765,0.06380515439376765,0.06606065417893613,0.07023730190586291,0.069056192222099,0.07248698887971547,0.0698079501974891
