Metric,Split_Ratio:0.1,ImblMethod:ADASYN,Model:GradientBoosting,Model:XGBmodel,ImblMethod:SMOTE,Model:random_forest,Prob_Threshold:0.35,FeatureNum:7.0,FeatureNum:8.0,InfoGain:noSelect
Accuracy,0.6999421874421875,0.6539184195434196,0.6968566156066157,0.691896298146298,0.6717772967772968,0.6864892052392052,0.6713400025900026,0.6893573633156966,0.6922739297739298,0.6922739297739298
Macro_F1,0.6799494269044716,0.6418653261059615,0.6761081158077223,0.6707573221685629,0.6603165356618709,0.6663947178470752,0.6572325501178711,0.6686167033726115,0.6715098182022772,0.6715098182022772
Macro_Precision,0.7101923243585965,0.6926286161281806,0.7156552626908695,0.7094926333426449,0.6969594658491718,0.6998186608948144,0.6983414814053972,0.6989020429774909,0.7021670727349343,0.7021670727349343
Macro_Recall,0.7099777883296402,0.6937163164767332,0.7129315843621399,0.7064874169040836,0.7019016434525694,0.7002562124089902,0.699426348000422,0.6978052697759488,0.7003520661865569,0.7003520661865569
Weighted_F1,0.6950031437571932,0.6451031846115161,0.6882076381769666,0.6831910121943259,0.6680951899590304,0.6801523381113843,0.6655093996425027,0.684217115549649,0.6872625000066024,0.6872625000066024
Weighted_Precision,0.7503442277591477,0.7437513018558881,0.757186586529441,0.7504728172722607,0.7451140555187963,0.7416170147231367,0.7463302008170947,0.7390309666343925,0.7418990846405698,0.7418990846405698
