Metric,Mean,Std
Accuracy,0.689133436008436,0.09056224408410711
Macro_Precision,0.6972746230148921,0.06869839083100342
Macro_Recall,0.6963051895378285,0.08097788473786467
Macro_F1,0.6681376138463073,0.09742804069967982
Weighted_Precision,0.7372848884686088,0.06986903715440623
Weighted_Recall,0.689133436008436,0.09056224408410711
Weighted_F1,0.684475949255828,0.10579243188728832
Micro_Precision,0.689133436008436,0.09056224408410711
Micro_Recall,0.689133436008436,0.09056224408410711
Micro_F1,0.689133436008436,0.09056224408410711
Integrated_Score,0.6916318789708275,0.08410587863685917
