Metric,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:noImbl,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Scaler:minmax,Scaler:standard,Split_Ratio:0.2
Accuracy,0.7254138608305275,0.7233946608946609,0.7272501803751804,0.7261453823953824,0.7263933982683982,0.7275883838383838,0.7261453823953824,0.721162518037518,0.7261453823953824,0.7254138608305275,0.6669071669071669,0.7297378547378548,0.7420334295334294,0.7389369889369889,0.7242664742664743,0.7506012506012506,0.7254288920955588,0.7253988295654962,0.7157587782587783,0.7350689434022767,0.7234748276414943,0.7273528940195606,0.7254138608305275
Macro_F1,0.6999834454872638,0.6990488801337965,0.7001487648801082,0.7030604293297549,0.6990243163491253,0.7023291588826301,0.7000530079668121,0.6969888068292419,0.7030604293297549,0.6999834454872638,0.6385970916444317,0.7064904961053924,0.7168674198508247,0.7144565395042946,0.7047024683323628,0.7187866574862765,0.7000098354980095,0.699957055476518,0.698590279715135,0.7013766112593925,0.6970846469338068,0.7028822440407207,0.6999834454872638
Macro_Precision,0.7061913152832161,0.7036256999287989,0.7079065117236123,0.7095929909393002,0.7060800167251566,0.7069315363589226,0.7063471721957943,0.7037056980249488,0.7095929909393002,0.7061913152832161,0.6389533600839697,0.7094893893086512,0.7266365741535714,0.71908526855322,0.7112622817187614,0.7317210178811229,0.7062072172447244,0.7061754133217079,0.6990781477660822,0.7133044828003499,0.7053376494361457,0.7070449811302865,0.7061913152832161
Macro_Recall,0.7036135402377687,0.7034850823045268,0.702512538580247,0.708531378600823,0.7009137088477366,0.7055459104938272,0.7032960390946502,0.7022395833333334,0.708531378600823,0.7036135402377687,0.641375171467764,0.7114849108367627,0.7199271262002744,0.7174639917695473,0.7153566529492456,0.7160733882030178,0.7036448331047097,0.7035822473708276,0.7099822816643805,0.6972447988111569,0.7005889917695474,0.70663808870599,0.7036135402377687
Weighted_F1,0.7251979725359211,0.7237910848450042,0.726226773214175,0.726710320586574,0.7253875988313644,0.7275768932903778,0.7256449238496283,0.7214263001469878,0.726710320586574,0.7251979725359211,0.6684819657742287,0.7305146162197602,0.740983866468921,0.7388073957141293,0.7258580929710791,0.7465418980674088,0.7252182862229302,0.7251776588489122,0.7194020673531589,0.7309938777186834,0.7226887272451114,0.727707217826731,0.7251979725359211
Weighted_Precision,0.7336992766643214,0.7322846995462228,0.7340152347959757,0.738093752610099,0.7321299907098896,0.7344652642787488,0.7335432799188124,0.7324613337769463,0.738093752610099,0.7336992766643214,0.6728749863873099,0.7383749135103322,0.7512321034153994,0.745314786620265,0.7434554004483572,0.7509434696042653,0.7337200364787991,0.7336785168498439,0.734027205686517,0.733371347642126,0.7323594860177783,0.7350390673108647,0.7336992766643214
