Cluster,Part
4,AugName:noAug
4,FS_Method:infgain
4,ImblName:noImbl
4,Model:random_forest
4,Norm_Order:first
4,Norm_Order:last
4,Prob_Threshold:0.5
4,Scaler:minmax
4,Split_Ratio:0.2
3,FS_Method:biMaxInfgain
3,FeatureNum:6.0
3,Scaler:standard
6,FS_Method:noSelect
6,FeatureNum:8.0
1,FeatureNum:4.0
1,FeatureNum:7.0
5,FeatureNum:5.0
10,Model:DTmodel
2,Model:GradientBoosting
7,Model:LogisticRegression
8,Model:XGBmodel
9,Model:sklearn_SVM
