,DTmodel,GradientBoosting,LogisticRegression,XGBmodel,random_forest,sklearn_SVM
DTmodel,0.0,0.07243235600069943,0.09615172828953769,0.08059463023445106,0.07381938747044382,0.0827054456402969
GradientBoosting,0.07243235600069943,0.0,0.036662935997281,0.03089911237419686,0.028380033202522095,0.03241411805567954
LogisticRegression,0.09615172828953769,0.036662935997281,0.0,0.03402668833705868,0.0329731819066663,0.03199582134117366
XGBmodel,0.08059463023445106,0.03089911237419686,0.03402668833705868,0.0,0.02708627766983151,0.03344367533781279
random_forest,0.07381938747044382,0.028380033202522095,0.0329731819066663,0.02708627766983151,0.0,0.031277257180351174
sklearn_SVM,0.0827054456402969,0.03241411805567954,0.03199582134117366,0.03344367533781279,0.031277257180351174,0.0
