,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio,Random_State
Accuracy,0.6867661736411735,0.6869833942099568,0.6862314768564769,0.6862314768564769,0.6862314768564769,0.6862314768564769,0.6862314768564768,0.6862314768564768,0.6862314768564768,0.6862314768564769
Macro_Precision,0.6975675316062921,0.6976942451413428,0.6972556213661674,0.6972556213661675,0.6972556213661674,0.6972556213661675,0.6972556213661674,0.6972556213661674,0.6972556213661674,0.6972556213661674
Macro_Recall,0.6992463820301783,0.6993608940972222,0.6989645061728396,0.6989645061728395,0.6989645061728396,0.6989645061728395,0.6989645061728396,0.6989645061728395,0.6989645061728395,0.6989645061728396
Macro_F1,0.669272076562891,0.6694651374456969,0.6687968497744455,0.6687968497744455,0.6687968497744455,0.6687968497744455,0.6687968497744455,0.6687968497744455,0.6687968497744455,0.6687968497744455
Weighted_F1,0.6839861705856449,0.6842107652246848,0.6834333222433928,0.6834333222433928,0.6834333222433928,0.6834333222433927,0.6834333222433928,0.6834333222433928,0.6834333222433928,0.6834333222433927
Weighted_Precision,0.7397928801166798,0.7398649279942044,0.7396155314950801,0.7396155314950801,0.73961553149508,0.7396155314950801,0.7396155314950801,0.7396155314950801,0.7396155314950801,0.7396155314950801
