Metric,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:7.0,FeatureNum:5.0,FS_Method:infgain,Scaler:standard,Prob_Threshold:0.35,Norm_Order:first,AugName:noAug,Split_Ratio:0.2
Accuracy,0.0476389744484763,0.0476389744484763,0.04619673673974759,0.042200080476417115,0.04276549674107064,0.04138147334534111,0.041618406759444,0.04214444095633066,0.04211784240204422,0.04211784240204422
Macro_F1,0.044933063095542014,0.044933063095542014,0.04456950996673428,0.04361297766570124,0.042512254733406384,0.04224365247791525,0.04389838185106058,0.04162963387522507,0.04159959836632302,0.04159959836632302
Macro_Precision,0.04806475427631913,0.04806475427631913,0.04724627124078149,0.046879357552161514,0.04727982801017709,0.04563547928507414,0.042365792112690565,0.04512109804568777,0.04508430277903805,0.04508430277903805
Macro_Recall,0.04404099370784863,0.04404099370784863,0.04379675835818578,0.04477247025844198,0.04285935460797882,0.04355061801164147,0.04557108801573656,0.041747832174288166,0.041710335340503266,0.041710335340503266
Weighted_F1,0.04460481215195286,0.04460481215195286,0.04378406817249301,0.040616688122831646,0.04038059203936686,0.039562431211397325,0.04124477526173384,0.039939935601352596,0.039913369238319604,0.039913369238319604
Weighted_Precision,0.04191702483203403,0.04191702483203403,0.041150957051889994,0.04193977338404764,0.04086973110468998,0.04082637660842571,0.04074573463556582,0.03940680404218241,0.03937050970265754,0.03937050970265754
