Metric,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:7.0,FeatureNum:5.0,FS_Method:infgain,Scaler:standard,Prob_Threshold:0.35,Norm_Order:first,AugName:noAug,Split_Ratio:0.2
Accuracy,0.7261453823953824,0.7261453823953824,0.721162518037518,0.7275883838383838,0.7272501803751804,0.7273528940195606,0.7157587782587783,0.7254288920955588,0.7254138608305275,0.7254138608305275
Macro_F1,0.7030604293297549,0.7030604293297549,0.6969888068292419,0.7023291588826301,0.7001487648801082,0.7028822440407207,0.698590279715135,0.7000098354980095,0.6999834454872638,0.6999834454872638
Macro_Precision,0.7095929909393002,0.7095929909393002,0.7037056980249488,0.7069315363589226,0.7079065117236123,0.7070449811302865,0.6990781477660822,0.7062072172447244,0.7061913152832161,0.7061913152832161
Macro_Recall,0.708531378600823,0.708531378600823,0.7022395833333334,0.7055459104938272,0.702512538580247,0.70663808870599,0.7099822816643805,0.7036448331047097,0.7036135402377687,0.7036135402377687
Weighted_F1,0.726710320586574,0.726710320586574,0.7214263001469878,0.7275768932903778,0.726226773214175,0.727707217826731,0.7194020673531589,0.7252182862229302,0.7251979725359211,0.7251979725359211
Weighted_Precision,0.738093752610099,0.738093752610099,0.7324613337769463,0.7344652642787488,0.7340152347959757,0.7350390673108647,0.734027205686517,0.7337200364787991,0.7336992766643214,0.7336992766643214
