Metric,Mean,Std
Accuracy,0.6549231150793651,0.07688046207396121
Macro_Precision,0.6625143990054132,0.05917657201726772
Macro_Recall,0.6646548675411523,0.06645698119867709
Macro_F1,0.6368895865672238,0.0794990678244636
Weighted_Precision,0.7054179315411514,0.061263608907126045
Weighted_Recall,0.6549231150793651,0.07688046207396121
Weighted_F1,0.6532995380713612,0.08856155546715662
Micro_Precision,0.6549231150793651,0.07688046207396121
Micro_Recall,0.6549231150793651,0.07688046207396121
Micro_F1,0.6549231150793651,0.07688046207396121
Integrated_Score,0.6587563345363053,0.07032183280443736
