Metric,Model:LogisticRegression,Model:XGBmodel,Model:sklearn_SVM,Split_Ratio:0.1,Model:random_forest,FS_Method:noSelect,FeatureNum:8.0,FeatureNum:5.0,FS_Method:biMaxInfgain,Scaler:standard
Accuracy,0.810966810966811,0.7902236652236652,0.7908549783549783,0.784030784030784,0.7786796536796536,0.7754329004329005,0.7754329004329005,0.7742153679653679,0.7720846861471862,0.7713143338143339
Macro_F1,0.7838897287356995,0.7640062712564384,0.7550406379142144,0.7603747117255116,0.7506878476737973,0.7466751986895552,0.7466751986895552,0.7470385740747187,0.7440809552650319,0.743637032760779
Macro_Precision,0.8012015505991565,0.7746925343800072,0.7826042733973475,0.7668131904419523,0.7604408166265126,0.7606496632982481,0.7606496632982481,0.7566729795256183,0.7541289662988171,0.7541337293734373
Macro_Recall,0.7781327160493827,0.7589660493827161,0.7452546296296296,0.7582990397805213,0.7465277777777778,0.7421643518518518,0.7421643518518518,0.7432677469135802,0.7399189814814814,0.739357853223594
Weighted_F1,0.8064553742448585,0.7873372356145583,0.7828478566937891,0.7826392169785471,0.7754565300360898,0.7718251992775849,0.7718251992775849,0.7715675895433923,0.7691411722837498,0.7685488963907955
Weighted_Precision,0.8114843872758586,0.7891101339820333,0.7892792672599228,0.7849046786990269,0.7768450330870169,0.776017547918836,0.776017547918836,0.773768997827487,0.7710684823951016,0.7709020486280395
