Metric,Mean,Std
Accuracy,0.6580461205461205,0.07862513057713141
Macro_Precision,0.6940751227107084,0.032282480053634176
Macro_Recall,0.6831271367521368,0.04107895565153121
Macro_F1,0.6421958322491778,0.07699292563247027
Weighted_Precision,0.740614551096954,0.029283502292449883
Weighted_Recall,0.6580461205461205,0.07862513057713141
Weighted_F1,0.6518020178874268,0.09446129737114911
Micro_Precision,0.6580461205461205,0.07862513057713141
Micro_Recall,0.6580461205461205,0.07862513057713141
Micro_F1,0.6580461205461205,0.0786251305771314
Integrated_Score,0.6690998067949187,0.06143640769501928
