Metric,Model,Avg_Rank,CD,Friedman_chi2,Friedman_p
Accuracy,sklearn_SVM,1.0,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Accuracy,LogisticRegression,2.3333333333333335,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Accuracy,XGBmodel,3.1666666666666665,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Accuracy,GradientBoosting,3.5,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Accuracy,random_forest,5.0,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Accuracy,DTmodel,6.0,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Macro_Precision,sklearn_SVM,1.1666666666666667,2.5307292427282695,27.904761904761898,3.7992727946793615e-05
Macro_Precision,LogisticRegression,1.8333333333333333,2.5307292427282695,27.904761904761898,3.7992727946793615e-05
Macro_Precision,XGBmodel,3.5,2.5307292427282695,27.904761904761898,3.7992727946793615e-05
Macro_Precision,GradientBoosting,3.6666666666666665,2.5307292427282695,27.904761904761898,3.7992727946793615e-05
Macro_Precision,random_forest,4.833333333333333,2.5307292427282695,27.904761904761898,3.7992727946793615e-05
Macro_Precision,DTmodel,6.0,2.5307292427282695,27.904761904761898,3.7992727946793615e-05
Macro_Recall,sklearn_SVM,1.1666666666666667,2.5307292427282695,27.047619047619037,5.58372772326569e-05
Macro_Recall,LogisticRegression,2.0,2.5307292427282695,27.047619047619037,5.58372772326569e-05
Macro_Recall,XGBmodel,3.3333333333333335,2.5307292427282695,27.047619047619037,5.58372772326569e-05
Macro_Recall,GradientBoosting,3.6666666666666665,2.5307292427282695,27.047619047619037,5.58372772326569e-05
Macro_Recall,random_forest,4.833333333333333,2.5307292427282695,27.047619047619037,5.58372772326569e-05
Macro_Recall,DTmodel,6.0,2.5307292427282695,27.047619047619037,5.58372772326569e-05
Macro_F1,sklearn_SVM,1.0,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Macro_F1,LogisticRegression,2.3333333333333335,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Macro_F1,XGBmodel,3.1666666666666665,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Macro_F1,GradientBoosting,3.5,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
Macro_F1,random_forest,5.0,2.5307292427282695,27.809523809523796,3.9655891694991376e-05
