Model,nrrs
sklearn_SVM,0.6172133998483675
LogisticRegression,0.6886419712769389
DTmodel,1.0
XGBmodel,1.0236643221885524
GradientBoosting,1.4642857142857144
random_forest,1.6901857872342476
