Model,nrrs
sklearn_SVM,0.39528470752104744
XGBmodel,0.8090778109693233
DTmodel,1.0
random_forest,1.1539053971762199
LogisticRegression,1.1588681899571265
GradientBoosting,1.5172413793103448
