Model,nrrs
sklearn_SVM,0.39528470752104744
LogisticRegression,0.7847862287992429
XGBmodel,0.9482758620689655
DTmodel,1.0
random_forest,1.1539053971762199
GradientBoosting,1.5172413793103448
