Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score,final_score
sklearn_SVM,0.0,0.5,0.39528470752104744,0.0,0.6172133998483675,0.0,0.0,0.0,0.0,0.0,0.39528470752104744,0.17343480135367842
XGBmodel,0.9212833698076,1.1535790139395918,0.9482758620689655,0.9212833698076,1.0236643221885524,0.9212833698076,0.9212833698076,0.9212833698076,0.9212833698076,0.9212833698076,0.8090778109693233,0.9439618725290578
random_forest,0.8,1.2586206896551724,1.1539053971762199,0.8,1.6901857872342476,0.8,0.8,0.8,0.8,0.8,1.1539053971762199,0.986965206476533
DTmodel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LogisticRegression,1.2425667396151998,0.6379310344827586,0.7847862287992429,1.2425667396151998,0.6886419712769389,1.2425667396151998,1.2425667396151998,1.2425667396151998,1.2425667396151998,1.2425667396151998,1.1588681899571265,1.0880176910747694
GradientBoosting,1.5,1.5172413793103448,1.5172413793103448,1.5,1.4642857142857144,1.5,1.5,1.5,1.5,1.5,1.5172413793103448,1.5014554411106134
