,FeatureNum,InfoGain,Scaler,AugMethod,ImblMethod,Model,NormOrder,Prob_Threshold,Split_Ratio
Accuracy,0.09062708696588913,0.09063104120151158,0.0905638642602354,0.06349740739970101,0.0832551482418932,0.08526894307962773,0.09039446601499018,0.08771553747307886,0.08965090235376473
Macro_Precision,0.06838693766966661,0.06833033208334739,0.06869843738741482,0.05626772171247182,0.0682035297811828,0.05535577618517151,0.0686367161703598,0.06868750760799747,0.06704201794273917
Macro_Recall,0.08079354887306472,0.08079040889719591,0.08097834458589884,0.06115379955473608,0.07993401256711694,0.0720996835881078,0.0809307934538437,0.08088674535820534,0.07939835429749761
Macro_F1,0.0974321952372088,0.09740537057430781,0.09742964799207254,0.066258673503151,0.09341668070823847,0.09167642535361255,0.09728253035517934,0.09583601604682375,0.09637652579823697
Weighted_F1,0.10581984533249207,0.10578527511699966,0.10579433515512249,0.07071444285765559,0.09665244636841457,0.1004924695047797,0.10558842448873287,0.10157776504062671,0.10501545181531367
Weighted_Precision,0.0694366648174632,0.06934257153193109,0.06986844885266363,0.059548338901247215,0.06834127100166236,0.057121369615063144,0.06977697424424723,0.0692110753090801,0.06824689763927314
