Metric,AugMethod:gaussian_noise,AugMethod:mixup,AugMethod:noAUG,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblMethod:ADASYN,ImblMethod:RandomUnderSampler,ImblMethod:SMOTE,ImblMethod:TomekLinks,ImblMethod:noIMB,InfoGain:biMaxInfgain,InfoGain:biMeanInfgain,InfoGain:infgain,InfoGain:noSelect,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,NormOrder:First,NormOrder:Last,Prob_Threshold:0.35,Prob_Threshold:0.5,Scaler:MinMax,Scaler:Standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.612012987012987,0.728125,0.727262321012321,0.6852167508417508,0.6905212842712842,0.6903544372294372,0.6896088864838865,0.6916305916305916,0.6533327783327784,0.6845134032634033,0.6727872821622821,0.7185817654567654,0.7164519508269508,0.6877130681818181,0.687692775974026,0.6913701749639249,0.6916305916305916,0.6404033466533466,0.6964035964035964,0.6952568265068265,0.6923909423909423,0.6867112054612055,0.7236346986346986,0.6941711066711067,0.6840957653457653,0.6716373903873905,0.7066294816294816,0.6893682706182707,0.6888986013986014,0.7002705627705628,0.6779963092463092
Macro_F1,0.5790914245347175,0.7121989076409838,0.7131225093632203,0.6634699059779935,0.6696341603289184,0.6697808254633985,0.6688669679630256,0.6705334008019858,0.6411158668835069,0.6742539099649864,0.6612337183793707,0.6860069808371316,0.6780775931665407,0.6666647658743587,0.6666768101723315,0.6704723187533118,0.6705334008019858,0.6156087169359408,0.6754044598787402,0.676888402790102,0.6710449100001202,0.6663706107860726,0.7035085826868677,0.6728006198398864,0.663474607852728,0.6574981090531076,0.678777118639507,0.668513674224249,0.6677615534683655,0.6800749419678982,0.6562002857247162
Macro_Precision,0.6492768825590828,0.7198264774277064,0.722720509057887,0.6899984156042054,0.6992118111173192,0.6993949645473236,0.6989886545942853,0.7017885616041967,0.6919434582400837,0.7018576299136213,0.6977524443412596,0.6995673131033282,0.6952522694761676,0.6959495619002063,0.6960833071332371,0.6986625153639068,0.7017885616041967,0.6201328051670226,0.7146000666081928,0.7099785428323154,0.7098833362973214,0.6998635668707915,0.7291894203137086,0.6986767102359408,0.6958725357938434,0.6984158148904387,0.6961334311393456,0.697766192422471,0.6967830536073132,0.7103731639844634,0.6841760820453209
Macro_Recall,0.6251642034662868,0.7299624881291548,0.7337888770180436,0.6891493055555555,0.698022505144033,0.6987646176268861,0.6981925154320987,0.6995806327160493,0.6931891520259575,0.7094669495884773,0.7026482371794872,0.693457383665717,0.682764225229503,0.6954342528292181,0.6955946180555556,0.6970678369341564,0.6995806327160493,0.6230179843304843,0.7122883428300095,0.7075173907882242,0.7067467948717949,0.7002287511870845,0.7280318732193731,0.6982197491294714,0.6943906299461855,0.6996418368154479,0.692968542260209,0.6968191081038304,0.6957912709718265,0.7100947293447294,0.6825156497309275
Weighted_F1,0.5926329175502522,0.7306777043590963,0.7301172258581358,0.6814312788156167,0.6857029105920428,0.6856986016259867,0.6844128946270699,0.6864502833436161,0.6442495330707663,0.6850787682376922,0.6691050677049519,0.7143478541179075,0.7095985231478222,0.6826832907539372,0.6826142638434209,0.687636709648179,0.6864502833436161,0.6428501208063453,0.6875640311243457,0.6914050728073929,0.6836441540195994,0.6802731880306211,0.7211191287466638,0.6901007751219835,0.6788511233896726,0.6658109599557457,0.7031409385559104,0.6847202934526021,0.6842316050590541,0.6952329732980695,0.6737189252135866
Weighted_Precision,0.6929242954355405,0.7571392701090747,0.7617910998612114,0.7296442120941832,0.7390770860319115,0.7398824215937638,0.7390951023078483,0.7416070840087946,0.7429159700923754,0.7491011121229284,0.7458176626039748,0.7278053257374593,0.7207843717863065,0.7359747593963116,0.7362892763202754,0.7385100808041929,0.7416070840087946,0.6565489446376559,0.7559711641939029,0.7518770928914593,0.7508460443115459,0.7416361008823779,0.7668299838947112,0.737328830962221,0.7372409459749967,0.7463268763204415,0.7282429006167762,0.7378225559522713,0.7367472209849464,0.7504382070026308,0.7241315699345869
