,FeatureNum,InfoGain,Scaler,AugMethod,ImblMethod,Model,NormOrder,Prob_Threshold,Split_Ratio
Accuracy,0.68946639009139,0.6896016526875901,0.689133436008436,0.689133436008436,0.6891334360084359,0.6891334360084359,0.689133436008436,0.689133436008436,0.689133436008436
Macro_Precision,0.697876481493466,0.6981209865003867,0.6972746230148921,0.697274623014892,0.6972746230148921,0.697274623014892,0.6972746230148921,0.6972746230148921,0.6972746230148921
Macro_Recall,0.6967419152949246,0.6969193351337448,0.6963051895378285,0.6963051895378284,0.6963051895378284,0.6963051895378284,0.6963051895378285,0.6963051895378285,0.6963051895378285
Macro_F1,0.6684570521070643,0.668586823900497,0.6681376138463073,0.6681376138463072,0.6681376138463072,0.6681376138463073,0.6681376138463072,0.6681376138463073,0.6681376138463072
Weighted_F1,0.6847391938008665,0.6848461368972882,0.6844759492558281,0.6844759492558281,0.684475949255828,0.684475949255828,0.6844759492558281,0.6844759492558281,0.6844759492558281
Weighted_Precision,0.7378611812073003,0.7380953001323937,0.7372848884686088,0.7372848884686088,0.737284888468609,0.7372848884686087,0.7372848884686088,0.7372848884686088,0.7372848884686088
