Metric,AugMethod:gaussian_noise,AugMethod:mixup,AugMethod:noAUG,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblMethod:ADASYN,ImblMethod:RandomUnderSampler,ImblMethod:SMOTE,ImblMethod:TomekLinks,ImblMethod:noIMB,InfoGain:biMaxInfgain,InfoGain:biMeanInfgain,InfoGain:infgain,InfoGain:noSelect,Model:DTmodel,Model:GradientBoosting,Model:LogisticRegression,Model:XGBmodel,Model:random_forest,Model:sklearn_SVM,NormOrder:First,NormOrder:Last,Prob_Threshold:0.35,Prob_Threshold:0.5,Scaler:MinMax,Scaler:Standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.11238811712652502,0.03786310143152014,0.04024100364105787,0.08567754970517602,0.09176397370780169,0.09033690859330468,0.09389298352991701,0.09146401929324624,0.11884485303578575,0.08159774676740275,0.10379300976397314,0.055971899417392224,0.05606823222491209,0.09363825278885979,0.09369963723777006,0.08372225548617021,0.09146401929324624,0.08683038151756885,0.09973758488842624,0.0686454179379151,0.10235133284140564,0.09948192433252398,0.05456701695992661,0.08806682938519275,0.09272210264478763,0.10192111319030234,0.07350996175585538,0.09086311802601982,0.09026461049445098,0.09602468281024058,0.08327712189728888
Macro_F1,0.11395607660810443,0.041994839914201436,0.04282510398714711,0.09195216614470682,0.09844305343176762,0.09757053531555011,0.10122836325818008,0.09796685803583938,0.12948900333578325,0.08392563858727246,0.11006172067872536,0.07091564409144868,0.07269139684796264,0.10101785113016519,0.10116305895166816,0.08947371417955853,0.09796685803583938,0.08615168487334857,0.11063320954037872,0.07217658408679761,0.11162191534905191,0.10844654605939405,0.06102861221270455,0.09461915440150513,0.09994590630885354,0.10979943621444521,0.08187259587920229,0.09765874967358758,0.09720054631055752,0.10423658167417804,0.08851646992229589
Macro_Precision,0.08456753220688201,0.042202294448147444,0.042033338482386,0.06799907463741663,0.06904312998064105,0.06834198299069313,0.06943777264744884,0.06711272809213335,0.08121768813391753,0.06186479948646996,0.0721842203819303,0.06173643175410766,0.0640145091494886,0.07171201482335635,0.07018078681038759,0.06431579860751227,0.06711272809213335,0.08163334412947026,0.06024882613253721,0.02583121447719402,0.06119093922427035,0.07020990822200839,0.03302042492554883,0.06603745227197977,0.07123598006873984,0.06935449984285182,0.06802051537314312,0.06863462270004797,0.06876225207478169,0.07435630262723242,0.05972773325824594
Macro_Recall,0.08501989189374425,0.04972569826271015,0.04871580850775383,0.07964980662328179,0.08125570137069356,0.08097714750135024,0.08189516945305042,0.08018991941694759,0.09515179932098956,0.07268066346151826,0.08647244518564172,0.07270161360284833,0.07266354126458686,0.08305334605441284,0.08296523338575279,0.07695313673167045,0.08018991941694759,0.08417192059977723,0.07817721722326679,0.04894331000160324,0.08057281827935515,0.0859024637173136,0.05483037170733082,0.07885500822834318,0.08300657867934422,0.08287877050581086,0.07889472021059983,0.08108656230659932,0.08087012686519836,0.08736690201531694,0.07142980657967828
Weighted_F1,0.13353935473896586,0.038128684029630655,0.04047528980437023,0.09794569142270539,0.10735875572369659,0.10603012393776126,0.11108903889290038,0.10667561668539673,0.1476596477156906,0.09082315863448286,0.12296930777122948,0.06042336991934742,0.06138674780132246,0.11007150529001074,0.11035371723987368,0.09604026125271749,0.10667561668539673,0.08523846687142442,0.1252640477393623,0.08440564033380903,0.12609387367823055,0.11821389895729154,0.06373888944856049,0.10211291859431824,0.10906393038314752,0.12451627356541171,0.0786392565158417,0.10616245529834151,0.10542621501190345,0.11199151974207844,0.09803938388854891
Weighted_Precision,0.0859491738730796,0.046392009290540846,0.04630383354012119,0.06846783495344978,0.07014568489927696,0.07024624739869652,0.07085502863393225,0.06746852820196048,0.08473549471107798,0.06367367326942848,0.07330131306601292,0.05970731095312543,0.06028856300866695,0.07325252798936484,0.07137810321844194,0.06527112671795708,0.06746852820196048,0.07657484343310975,0.06290959031160842,0.03178938218481338,0.062033548748580684,0.07008315398319084,0.03933769902907579,0.06615549822668675,0.07339845026180772,0.07237397412372241,0.0660481764944378,0.06963630215700574,0.07010059554832153,0.07540761286944071,0.06108618240910556
