Part,MeanImportance,StdImportance,Rank
AugName,0.2552651557375519,0.05749462293599639,1
Model,0.25117678020177997,0.08125051039444797,2
ImblName,0.1392335140216012,0.034774363368312036,3
FS_Method,0.05475873580347135,0.011251306304763856,4
Scaler,0.04362620942869725,0.0011255732895648423,5
Norm_Order,0.031296209213339664,0.006327822645548105,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Split_Ratio,0.0,0.0,7
