Precision,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Recall,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
0.0,2026-01-31 10:21:36,1769799643988_de279966,log/pimaindians_diabetes/20260131-030035/7/biMeanInfgain/gaussian_noise__ADASYN__Standard/XGBmodel,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,False,0.1,0.35,1769799643988_de27996617698260967276433
0.0,2026-02-04 00:12:54,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMaxInfgain/gaussian_noise__ADASYN__MinMax/GradientBoosting,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,False,0.1,0.35,1770071966168_8d52732c17701351744432154
0.0,2026-02-03 22:25:43,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/5/biMeanInfgain/gaussian_noise__SMOTE__MinMax/GradientBoosting,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,False,0.1,0.35,1770071966168_8d52732c17701287435643079
0.0,2026-02-03 21:51:18,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/5/biMaxInfgain/gaussian_noise__ADASYN__MinMax/XGBmodel,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,False,0.1,0.35,1770071966168_8d52732c17701266788039431
0.0,2026-01-30 19:02:42,1769764270122_202fd60e,log/pimaindians_diabetes/20260130-171105/7/biMaxInfgain/gaussian_noise__ADASYN__Standard/random_forest,0,0.3506493506493506,0.2596153846153846,0.1820679320679321,0.0,0.0,50.0,0,50,0,27,False,0.1,0.35,1769764270122_202fd60e17697709621181863
