Metric,Mean,Std
Accuracy,0.6821789321789322,0.04864795208708504
Macro_Precision,0.6643773706808836,0.0472140231566356
Macro_Recall,0.6633290466392318,0.04635338901972946
Macro_F1,0.6553412205995973,0.04744854723530627
Weighted_Precision,0.6976117281279072,0.04301136846739026
Weighted_Recall,0.6821789321789322,0.04864795208708504
Weighted_F1,0.6819724220173805,0.04697205130251161
Micro_Precision,0.6821789321789322,0.04864795208708504
Micro_Recall,0.6821789321789322,0.04864795208708504
Micro_F1,0.6821789321789322,0.04864795208708503
Integrated_Score,0.6760004338089217,0.04554388547383879
