Part_Label,AugName:gaussian_noise,Model:DTmodel,AugName:mixup,AugName:noAug,Model:sklearn_SVM,Model:LogisticRegression,ImblName:TomekLinks,ImblName:noImbl,Prob_Threshold:0.5,ImblName:RandomUnderSampler,Prob_Threshold:0.35,ImblName:ADASYN,Model:random_forest,FS_Method:infgain,FS_Method:noSelect,FeatureNum:7.0,FeatureNum:8.0,Norm_Order:last,Scaler:minmax,Split_Ratio:0.2,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,ImblName:SMOTE,Model:GradientBoosting,Model:XGBmodel,Norm_Order:first,Random_State:2026.0,Scaler:standard,Split_Ratio:0.1
Split_Ratio:0.2,0.9382759394231245,0.8435502822462582,0.9605079201717392,0.978871782337152,0.998760384099071,0.9809521717467905,0.8848001840402673,0.8071489224041684,0.903652965706653,0.9341468826504241,0.9318244195144794,0.9320055610271338,0.9551810709514513,0.998093033820075,0.9937533410642863,0.992401693584243,0.9937533410642863,0.9857933304792766,0.997570435739871,,0.9913823250490228,0.9917029366275845,0.9980627530672725,0.9911606892811675,0.9938349524700225,0.9631048618775978,0.9793612830068581,0.9863367624546605,0.9990152474781637,0.9941784146033706,0.9896475341592661,
FS_Method:biMaxInfgain,0.9665749073107505,0.7711294678808794,0.9294814252219036,0.9711211819040606,0.9951624083526822,0.9966385978842507,0.8167831589161526,0.7231070883450015,0.840916227597694,0.9726277631306706,0.9708900179763683,0.9709625136431751,0.9849529148201217,,,0.9998713477202792,0.999752802815628,0.9990921561562399,0.998028553825718,0.9913823250490228,,,0.9974914256321333,0.9999624216754253,0.999743573969772,0.9898898133133484,0.9973777569858214,0.9993370311559141,0.9954858718969793,0.9996986225310832,0.9998898815422795,0.9976728831399666
FS_Method:biMeanInfgain,0.9663835653250239,0.7726250781378325,0.9300212034577148,0.9713013991440997,0.9954125329020411,0.9966877690693231,0.8180193874913342,0.7246467872739116,0.8420904998187749,0.9721870883800943,0.9704091753362564,0.9704661194812688,0.9845445495733289,,,0.9999171667615926,0.999835226125458,0.9990300302558998,0.9982098738803216,0.9917029366275845,,,0.9977010734271234,0.9999538908353729,0.9998072068021479,0.9895913680030737,0.9971674995857027,0.9991758384183946,0.995722881362586,0.9997751657618419,0.9998684230401709,0.9975430549628376
FeatureNum:4.0,0.9531900376370557,0.8120672809001923,0.9483419531040312,0.9777899854701797,0.999145493700568,0.990615426222811,0.8545754057287164,0.7690401121859376,0.8761174656571711,0.9544654981976634,0.9521735057637913,0.9522443674571576,0.9709331268185706,0.9999477973251063,0.9987353420635953,,,0.9940935825172106,0.999966472178998,0.9980627530672725,0.9974914256321333,0.9977010734271234,,,,0.9778779118364959,0.9897870391307426,0.9943809321394936,0.9995677588083275,0.9989023429225066,0.9965400291497888,0.9905830763269275
FeatureNum:5.0,0.9651710890109905,0.7719175070197553,0.9307077194071555,0.9725465385887786,0.9947585715607793,0.9964003875645747,0.8162692329793749,0.7218921890807413,0.8407015276285061,0.9730337523835974,0.9708995710666778,0.9709210948784301,0.9846657287612794,0.9971694472435674,0.9997140812402506,,,0.9989477353760571,0.9979489040574828,0.9911606892811675,0.9999624216754253,0.9999538908353729,,,,0.9902592388411212,0.9973736142713971,0.9993699089615914,0.9955019077526363,0.9996283305482274,0.9998284291572037,0.9977307658270774
FeatureNum:6.0,0.9649403263995634,0.7818291991481882,0.9335529783240392,0.9717433598141433,0.9970841149205063,0.9958231301951442,0.8277893276204614,0.7370380865979191,0.8509493400381334,0.9677666511142504,0.9662580090456601,0.9663659911931598,0.9818110793554502,0.9986604799511544,0.9999538979302568,,,0.9983060624376952,0.9990717360607231,0.9938349524700225,0.999743573969772,0.9998072068021479,,,,0.9866743577973847,0.995679415273003,0.9982745603591263,0.9969963279390522,0.9999764268741396,0.9994521842472408,0.9961154241276172
ImblName:SMOTE,0.9743769126133842,0.6834932578764622,0.8824930257704529,0.9481549101047299,0.9715896742638997,0.9938163077717029,,,0.7590704399487349,,0.9932710332753747,,0.99643578656057,0.9773799426012245,0.9870301414862127,0.9884312867428218,0.9870301414862127,0.9936624663999896,0.9794720857163782,0.9631048618775978,0.9898898133133484,0.9895913680030737,0.9778779118364959,0.9902592388411212,0.9866743577973847,,0.9971145461008141,0.9938330516128463,0.973050568966604,0.986365250257033,0.9914549037750026,0.9970535889706132
Model:GradientBoosting,0.9764032051074535,,0.9041248837340979,0.9582592560222007,,,0.7731737023242431,0.6718774408360301,0.7997982168493019,0.98646518020188,0.9854355928840018,0.9854982608398972,,0.989566622167588,0.9956649040133886,0.9966808550636485,0.9956649040133886,0.9991822683247275,0.9908925666810342,0.9793612830068581,0.9973777569858214,0.9971674995857027,0.9897870391307426,0.9973736142713971,0.995679415273003,0.9971145461008141,,,0.9860578895586617,0.9953721597140465,0.998194387657825,0.999869843666099
Model:XGBmodel,0.9692630781458567,,0.9207208308226084,0.9678878613958142,,,0.7979372729825555,0.700029092790047,0.8234119849315655,0.9792728323336606,0.9774920092576165,0.9775566499457226,,0.9940487529583553,0.9983020648725283,0.9987475427531447,0.9983020648725283,0.9993831474730059,0.9952036810951372,0.9863367624546605,0.9993370311559141,0.9991758384183946,0.9943809321394936,0.9993699089615914,0.9982745603591263,0.9938330516128463,,,0.9918137774129809,0.9981512458701048,0.9995382364287401,0.9990874584368885
Norm_Order:first,0.9439840597008947,0.8277104270217485,0.957216175720621,0.9823491217356073,0.998653950335673,0.986344039958246,0.8669712736627445,0.7830680798516255,0.8880312873996229,0.9472418556136154,0.9440654022041548,0.9440927198333002,0.9642514739016005,0.9993635334094785,0.9971347494655871,0.9959627765303918,0.9971347494655871,,0.999370612446709,0.9990152474781637,0.9954858718969793,0.995722881362586,0.9995677588083275,0.9955019077526363,0.9969963279390522,0.973050568966604,0.9860578895586617,0.9918137774129809,,0.997358714211913,0.9941129785571415,0.9869498801346184
Random_State:2026.0,0.963277625579271,0.7847961274768961,0.9356326449094592,0.9732656243492833,0.9971459753788527,0.9954045656115209,0.8297015102976567,0.7389041624099097,0.8529228254731072,0.9671194099735774,0.965303657612628,0.9653780736592289,0.9809331644571041,0.9988127574154619,0.9999840122176535,0.9998449395534028,0.9999840122176535,0.9980374307282885,0.9992421981684052,0.9941784146033706,0.9996986225310832,0.9997751657618419,0.9989023429225066,0.9996283305482274,0.9999764268741396,0.986365250257033,0.9953721597140465,0.9981512458701048,0.997358714211913,,0.9993384812230369,0.9958692094229337
Scaler:standard,0.9698491290791581,0.7622537478637311,0.9241236532430337,0.968089302912018,0.994113738562526,0.9976963249348634,0.8090319225234122,0.714337646083183,0.8335117266402554,0.9755113046910893,0.9740925513591366,0.9741670287780643,0.9872503870396755,0.9964329431924891,0.9994400324894853,0.9997617719231726,0.9994400324894853,0.9996066773565858,,0.9896475341592661,0.9998898815422795,0.9998684230401709,0.9965400291497888,0.9998284291572037,0.9994521842472408,0.9914549037750026,0.998194387657825,0.9995382364287401,0.9941129785571415,0.9993384812230369,,0.9984744321814814
Split_Ratio:0.1,0.9756420159448727,0.7281912215557662,0.9062148631025385,0.959746110427994,0.9867745626892157,0.9985886020839615,0.7757713304827372,0.6747161075177862,0.8024642236044393,0.9861662192095647,0.9847938873385885,0.9847776919099651,0.9937703851237274,0.9903932874554873,0.9961981082353104,0.9970821455810318,0.9961981082353104,0.9993367157452165,0.9916211435145865,,0.9976728831399666,0.9975430549628376,0.9905830763269275,0.9977307658270774,0.9961154241276172,0.9970535889706132,0.999869843666099,0.9990874584368885,0.9869498801346184,0.9958692094229337,0.9984744321814814,
