Metric,Mean,Std
Accuracy,0.6531272546897546,0.08138727556714409
Macro_Precision,0.6634670528293317,0.06173738645452219
Macro_Recall,0.6592501607510287,0.063787364358605
Macro_F1,0.6325364317685884,0.08067390497073308
Weighted_Precision,0.704428237766732,0.059699111861550136
Weighted_Recall,0.6531272546897546,0.08138727556714409
Weighted_F1,0.6497737968357938,0.09116214472696853
Micro_Precision,0.6531272546897546,0.08138727556714409
Micro_Recall,0.6531272546897546,0.08138727556714409
Micro_F1,0.6531272546897546,0.08138727556714409
Integrated_Score,0.6563119813012683,0.07189273908843
