Metric,Scaler:standard,Norm_Order:first,FS_Method:infgain,AugName:noAug,ImblName:noImbl,Prob_Threshold:0.5,Norm_Order:last,FS_Method:biMaxInfgain,FeatureNum:4.0,Model:random_forest
Accuracy,0.043534151425398855,0.04497618139623196,0.04381620059176405,0.04485873404568894,0.04485873404568894,0.04485873404568894,0.04484520559948844,0.045037976925713666,0.041739818993456905,0.04466558879021513
Macro_F1,0.04627727804150747,0.04686404944666739,0.04504654698687075,0.04663017493230661,0.04663017493230661,0.04663017493230661,0.04650353062351486,0.0477322807924607,0.04049558823899614,0.045044571973592754
Macro_Precision,0.050291248601688036,0.05090657910680254,0.05071110708457243,0.05071492634761467,0.05071492634761467,0.05071492634761467,0.05064039423148147,0.04930568182488848,0.04840021839727743,0.04672980317858706
Macro_Recall,0.04422849287663467,0.044925309406669126,0.04247816895468804,0.044685566474666025,0.044685566474666025,0.044685566474666025,0.04454850834735211,0.04646903177775043,0.0369426013405324,0.0431690901601362
Weighted_F1,0.04263322380839224,0.04355660092411175,0.042119271764748514,0.04338920148641439,0.04338920148641439,0.04338920148641439,0.0433219904829536,0.04408533615214607,0.03906062882250844,0.04288073117028264
Weighted_Precision,0.04306440157348527,0.0434647073581888,0.042386894333045426,0.0432735314190646,0.0432735314190646,0.0432735314190646,0.04318211754983955,0.04325349576550082,0.039122943129126536,0.0404991969992894
