Metric,Scaler:standard,Norm_Order:first,FS_Method:infgain,AugName:noAug,ImblName:noImbl,Prob_Threshold:0.5,Norm_Order:last,FS_Method:biMaxInfgain,FeatureNum:4.0,Model:random_forest
Accuracy,0.7221320346320347,0.7127825877825877,0.7191220238095238,0.7128878066378066,0.7128878066378066,0.7128878066378066,0.7129930254930256,0.7091788419913421,0.7324810606060606,0.713023088023088
Macro_F1,0.685695269297535,0.6770200594192839,0.6819545882226229,0.6771651548898757,0.6771651548898757,0.6771651548898757,0.6773102503604675,0.6751547575937122,0.6973258868164618,0.6833144293294581
Macro_Precision,0.6963956719292712,0.687065003077396,0.6949197464397566,0.6872078368790637,0.6872078368790637,0.6872078368790637,0.6873506706807313,0.6822730942585404,0.7109573518845878,0.6877347190693576
Macro_Recall,0.6818475651577502,0.6747470850480111,0.6786400462962963,0.6748774005486969,0.6748774005486969,0.6748774005486969,0.6750077160493828,0.6738011188271605,0.6929861111111112,0.6831944444444444
Weighted_F1,0.7173696603388189,0.7086205090540929,0.7139176955387939,0.7087419908433584,0.7087419908433584,0.7087419908433584,0.708863472632624,0.7061030488477383,0.7277054022358936,0.7118630992606794
Weighted_Precision,0.7183300615246536,0.7110024989590273,0.7167937420744138,0.7111261908640493,0.7111261908640493,0.7111261908640493,0.711249882769071,0.7079324699930972,0.730672574333303,0.7144103863578342
