Metric,Model:sklearn_SVM,AugName:mixup,AugName:noAug,Model:LogisticRegression,ImblName:TomekLinks,ImblName:noImbl,Prob_Threshold:0.5,Split_Ratio:0.1,Model:XGBmodel,Norm_Order:first
Accuracy,0.7418893606393606,0.7407113719613719,0.7322104978354977,0.7175803363303364,0.7385583166833167,0.7408147408147409,0.726836358086358,0.7094308469308469,0.7071158008658008,0.7073322510822511
Macro_F1,0.7233325653591167,0.7260785930119841,0.7205438560896416,0.7032953957451867,0.7134699420036197,0.7115681544552204,0.7031268421622419,0.6937051258044818,0.6907266514225163,0.6894968453346417
Macro_Precision,0.7560842862832814,0.7371908651300847,0.7355654058056166,0.7548752256538431,0.730233582106313,0.731028841874825,0.7205605398173124,0.7241643350141406,0.7214144884287915,0.7171621057236741
Macro_Recall,0.7486201923076924,0.7449992283950617,0.7453741690408356,0.7447905389363724,0.7236284227603671,0.7176368609528332,0.7153485675846787,0.7241495330800886,0.721443198005698,0.7156214189616967
Weighted_F1,0.7384358322573459,0.7426973623681685,0.734709328420793,0.7108362311454988,0.7363803806155689,0.7368851179966355,0.7250857717145395,0.7064472781168769,0.7029445386009922,0.7048649908503407
Weighted_Precision,0.7907869890297236,0.773371785476621,0.7758079585490498,0.7989676065270919,0.7578357861135564,0.7547961181669363,0.7500281201702786,0.7644773757782671,0.7605171726780698,0.7557026897265648
