Weighted_F1,Timestamp,RunID,LogDir,Norm_Order,Model_RunID,Split_Ratio,Prob_Threshold,Random_State,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.8059194433357721,2026-05-29 02:39:59,20260529-023757,log/pimaindians_diabetes_v5/20260529-023757/8/noSelect/minmax__noAug__noImbl/XGBmodel,first,1779993490161_93e3ba1217799935996750756,0.2,0.5,126,8,noSelect,minmax,noAug,noImbl,XGBmodel,0.8116883116883117,0.8052587471192122,0.7698148148148148,0.7817950847706063,0.8096081584453677,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8013006759292207
0.8059194433357721,2026-05-29 02:39:01,20260529-023757,log/pimaindians_diabetes_v5/20260529-023757/5/infgain/noAug__noImbl__standard/LogisticRegression,last,1779993490161_93e3ba1217799935413427875,0.2,0.5,126,5,infgain,standard,noAug,noImbl,LogisticRegression,0.8116883116883117,0.8052587471192122,0.7698148148148148,0.7817950847706063,0.8096081584453677,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8013006759292207
0.8059194433357721,2026-05-29 02:38:58,20260529-023757,log/pimaindians_diabetes_v5/20260529-023757/5/infgain/standard__noAug__noImbl/LogisticRegression,first,1779993490161_93e3ba1217799935380631578,0.2,0.5,126,5,infgain,standard,noAug,noImbl,LogisticRegression,0.8116883116883117,0.8052587471192122,0.7698148148148148,0.7817950847706063,0.8096081584453677,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8013006759292207
0.8059194433357721,2026-05-29 02:40:03,20260529-023757,log/pimaindians_diabetes_v5/20260529-023757/8/noSelect/noAug__noImbl__minmax/XGBmodel,last,1779993490161_93e3ba1217799936033323723,0.2,0.5,126,8,noSelect,minmax,noAug,noImbl,XGBmodel,0.8116883116883117,0.8052587471192122,0.7698148148148148,0.7817950847706063,0.8096081584453677,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8116883116883117,0.8013006759292207
0.801148851148851,2026-05-29 02:38:18,20260529-023757,log/pimaindians_diabetes_v5/20260529-023757/4/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,first,1779993490161_93e3ba1217799934980895423,0.2,0.5,126,4,biMaxInfgain,standard,noAug,noImbl,sklearn_SVM,0.8051948051948052,0.7924718196457328,0.769074074074074,0.7778846153846153,0.8019114540853671,0.8051948051948052,0.8051948051948052,0.8051948051948052,0.8051948051948051,0.7952786768384592
