,FeatureNum,FS_Method,Scaler,AugName,ImblName,Model,Norm_Order,Prob_Threshold,Split_Ratio
Accuracy,0.7398223304473305,0.7391361531986532,0.7402797819464486,0.7402797819464486,0.7402797819464486,0.7402797819464486,0.7402797819464486,0.7402797819464486,0.7402797819464486
Macro_Precision,0.7184669858610183,0.7178384736307346,0.7188859940145408,0.7188859940145408,0.7188859940145408,0.7188859940145408,0.7188859940145408,0.7188859940145408,0.7188859940145407
Macro_Recall,0.7030105452674896,0.702318029835391,0.7034722222222223,0.7034722222222223,0.7034722222222223,0.7034722222222222,0.7034722222222223,0.7034722222222223,0.7034722222222223
Macro_F1,0.7067607214729154,0.7060428566096076,0.7072392980484539,0.7072392980484539,0.7072392980484539,0.7072392980484539,0.7072392980484539,0.7072392980484539,0.7072392980484539
Weighted_F1,0.735795370674688,0.7351176290765166,0.7362471984068023,0.7362471984068023,0.7362471984068023,0.7362471984068023,0.7362471984068023,0.7362471984068023,0.7362471984068022
Weighted_Precision,0.7383778186920573,0.7378049153570099,0.7387597542487558,0.7387597542487558,0.7387597542487558,0.7387597542487557,0.7387597542487558,0.7387597542487558,0.7387597542487558
