Metric,FeatureNum:5.0,Split_Ratio:0.1,Scaler:standard,FeatureNum:8.0,FS_Method:noSelect,Model:GradientBoosting,Norm_Order:first,ImblName:noImbl,AugName:noAug,Norm_Order:last
Accuracy,0.7350852272727272,0.752435064935065,0.7332251082251082,0.7184794372294373,0.7184794372294373,0.7448593073593073,0.729752886002886,0.729692760942761,0.729692760942761,0.7296326358826358
Macro_F1,0.7081676955023557,0.7229269746674096,0.7066907311059804,0.6918639477782854,0.6918639477782854,0.721192349839918,0.7021583332079572,0.702089352418951,0.702089352418951,0.7020203716299449
Macro_Precision,0.713942304596742,0.7322508231229127,0.7115392557661383,0.6981964664988031,0.6981964664988031,0.7239471023086893,0.7085795496486191,0.7085096700493297,0.7085096700493297,0.7084397904500406
Macro_Recall,0.7088117283950618,0.7215869341563786,0.7084812242798354,0.6940065586419752,0.6940065586419752,0.7233256172839506,0.7031948731138546,0.7031288580246914,0.7031288580246914,0.7030628429355281
Weighted_F1,0.7341562088855541,0.7494853446734728,0.7325000290144849,0.7181254523764052,0.7181254523764052,0.7450426664902452,0.7286231589949395,0.7285612949751086,0.7285612949751086,0.7284994309552777
Weighted_Precision,0.738723229378719,0.753236252969367,0.7375136982360329,0.7251726262734105,0.7251726262734105,0.7495077831503516,0.7339152104157282,0.7338534124774263,0.7338534124774263,0.7337916145391244
