Metric,Split_Ratio:0.1,FeatureNum:8.0,FS_Method:noSelect,FeatureNum:5.0,FeatureNum:7.0,FS_Method:biMaxInfgain,Prob_Threshold:0.35,Scaler:standard,Norm_Order:first,Model:XGBmodel
Accuracy,0.06336824346557796,0.059112796860052344,0.059112796860052344,0.05432136917006232,0.05715757311408476,0.055016682249603426,0.05545511654172651,0.05061212120530985,0.054173432125231354,0.04806841693995677
Macro_F1,0.06728855398073358,0.06098924967578681,0.06098924967578681,0.056680124430840924,0.05962651782249876,0.05760671047615684,0.05818502735200782,0.05460827264392941,0.056361171036532695,0.05274086422704858
Macro_Precision,0.0662981726425795,0.0630988963954894,0.0630988963954894,0.057213374516858276,0.05971191998387577,0.05771844700835637,0.05503052487932835,0.05592656123153415,0.057187758732424744,0.05199809160257017
Macro_Recall,0.068063155638628,0.06207925467668252,0.06207925467668252,0.057617027005980884,0.060093674235791185,0.0583636933236934,0.059913073492495056,0.05654613072715016,0.05695522338933478,0.054776994177652985
Weighted_F1,0.06289602332137167,0.05756101375646968,0.05756101375646968,0.053178670118357446,0.05624007742100148,0.05404461944732887,0.055138313818985416,0.04995336099009053,0.0530312693264012,0.047954329761181365
Weighted_Precision,0.06115281082244611,0.05764402700880261,0.05764402700880261,0.05232417055384967,0.05469268262302244,0.052879353907147056,0.053162823685523414,0.05131016305971543,0.05193659529182649,0.04818034617145158
