Part,MeanImportance,StdImportance,Rank
AugName,0.26467166910149137,0.058936349496063405,1
Model,0.24909474212216734,0.08595888873308148,2
ImblName,0.12438617156779924,0.05229353230966018,3
FS_Method,0.03879098596828677,0.006055349303594295,4
Scaler,0.02818279831392143,0.001701575997161446,5
Norm_Order,0.02246314066627257,0.002067814799117135,6
FeatureNum,0.0,0.0,7
Prob_Threshold,0.0,0.0,7
Random_State,0.0,0.0,7
Split_Ratio,0.0,0.0,7
