Accuracy,Macro_Precision,Macro_Recall,Macro_F1,Weighted_Precision,Weighted_Recall,Weighted_F1,Micro_Precision,Micro_Recall,Micro_F1,Integrated_Score
0.6809107559107559,0.698883440506789,0.7013253798670465,0.6642061373869973,0.7436573547680796,0.6809107559107559,0.6758668460154651,0.6809107559107559,0.6809107559107559,0.6809107559107559,0.6877618673888631
