Metric,Split_Ratio:0.1,FeatureNum:6.0,FS_Method:biMaxInfgain,Scaler:minmax,FeatureNum:4.0,FS_Method:noSelect,FeatureNum:8.0,Norm_Order:last,ImblName:noImbl,Prob_Threshold:0.5
Accuracy,0.784030784030784,0.7693452380952381,0.7720846861471862,0.7686387686387687,0.7685335497835498,0.7754329004329005,0.7754329004329005,0.7700817700817701,0.7699765512265513,0.7699765512265513
Macro_F1,0.7603747117255116,0.7396331257004767,0.7440809552650319,0.738480104783436,0.7388267313178151,0.7466751986895552,0.7466751986895552,0.7412200557849006,0.7410585687721075,0.7410585687721075
Macro_Precision,0.7668131904419523,0.7515347547469621,0.7541289662988171,0.7521657319393206,0.75215260806379,0.7606496632982481,0.7606496632982481,0.7532184246857686,0.7531497306563788,0.7531497306563788
Macro_Recall,0.7582990397805213,0.735480324074074,0.7399189814814814,0.7343792866941015,0.7343229166666667,0.7421643518518518,0.7421643518518518,0.737048182441701,0.7368685699588478,0.7368685699588478
Weighted_F1,0.7826392169785471,0.7656170690334201,0.7691411722837498,0.7646447963943507,0.7648078287237693,0.7718251992775849,0.7718251992775849,0.766727029882288,0.7665968463925731,0.7665968463925731
Weighted_Precision,0.7849046786990269,0.7682691766888391,0.7710684823951016,0.7685336159136993,0.7682863581164728,0.776017547918836,0.776017547918836,0.7698131782927293,0.7697178322708693,0.7697178322708693
