Metric,Split_Ratio:0.1,FeatureNum:6.0,FS_Method:biMaxInfgain,Scaler:minmax,FeatureNum:4.0,FS_Method:noSelect,FeatureNum:8.0,Norm_Order:last,ImblName:noImbl,Prob_Threshold:0.5
Accuracy,0.05632685522384023,0.05271123574396172,0.05067697645858356,0.050583037016844905,0.050553558982789445,0.04884768151408308,0.04884768151408308,0.04985623042167707,0.0497110389402928,0.0497110389402928
Macro_F1,0.060371900419533865,0.05871539567185117,0.05476055717007783,0.05531384411448437,0.05444340589569716,0.051780488196893716,0.051780488196893716,0.05352371828124567,0.05334970509915117,0.05334970509915117
Macro_Precision,0.06262302269000976,0.05989300396680229,0.05716720678957766,0.05713868070366165,0.05825234948772324,0.05582147491018644,0.05582147491018644,0.05665875353695717,0.056519559264791706,0.056519559264791706
Macro_Recall,0.05974578565871298,0.058897424676689486,0.0539919668010605,0.05634937213563498,0.053495353236868506,0.05222503270623061,0.05222503270623061,0.0530586677652985,0.052897211709740405,0.052897211709740405
Weighted_F1,0.05559743145154391,0.0529915952288802,0.05015885435235595,0.050258318534650896,0.0498595163848976,0.04772370894483361,0.04772370894483361,0.049114761682867804,0.048959613838079834,0.048959613838079834
Weighted_Precision,0.05543685841223952,0.05336742664050825,0.05018112117213588,0.050853938151839764,0.05007763704211036,0.04869283275058848,0.04869283275058848,0.049337857057417486,0.049196411398036495,0.049196411398036495
