Rank,Metric,Value,LogDir,Split_Ratio,P_th,R_St
1,M_P,0.7723,log/pimaindians_diabetes_v5/6/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
1,M_R,0.7306,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
1,M_F1,0.7362,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
1,m_P,0.7727,log/pimaindians_diabetes_v5/6/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
1,m_R,0.7727,log/pimaindians_diabetes_v5/6/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
1,m_F1,0.7727,log/pimaindians_diabetes_v5/6/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
1,W_P,0.7725,log/pimaindians_diabetes_v5/6/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
1,W_R,0.7727,log/pimaindians_diabetes_v5/6/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
1,W_F1,0.7628,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
1,Acc,0.7727,log/pimaindians_diabetes_v5/6/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
2,M_P,0.7500,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,5012
2,M_R,0.7306,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
2,M_F1,0.7362,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
2,m_P,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
2,m_R,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
2,m_F1,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
2,W_P,0.7618,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
2,W_R,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
2,W_F1,0.7628,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
2,Acc,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
3,M_P,0.7500,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/LogisticRegression,0.2,0.5,5012
3,M_R,0.7291,log/pimaindians_diabetes_v5/5/infgain/noAug__noImbl__minmax/GradientBoosting,0.2,0.5,5012
3,M_F1,0.7306,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
3,m_P,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
3,m_R,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
3,m_F1,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
3,W_P,0.7618,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
3,W_R,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
3,W_F1,0.7599,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__minmax/sklearn_SVM,0.2,0.5,5012
3,Acc,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/sklearn_SVM,0.2,0.5,5012
4,M_P,0.7500,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__minmax/LogisticRegression,0.2,0.5,5012
4,M_R,0.7291,log/pimaindians_diabetes_v5/5/infgain/minmax__noAug__noImbl/GradientBoosting,0.2,0.5,5012
4,M_F1,0.7306,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__minmax/sklearn_SVM,0.2,0.5,5012
4,m_P,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,5012
4,m_R,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,5012
4,m_F1,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,5012
4,W_P,0.7607,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,5012
4,W_R,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,5012
4,W_F1,0.7599,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
4,Acc,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__standard/LogisticRegression,0.2,0.5,5012
5,M_P,0.7500,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,5012
5,M_R,0.7220,log/pimaindians_diabetes_v5/4/biMaxInfgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
5,M_F1,0.7291,log/pimaindians_diabetes_v5/5/infgain/noAug__noImbl__minmax/GradientBoosting,0.2,0.5,5012
5,m_P,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,5012
5,m_R,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,5012
5,m_F1,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,5012
5,W_P,0.7607,log/pimaindians_diabetes_v5/4/biMaxInfgain/noAug__noImbl__minmax/LogisticRegression,0.2,0.5,5012
5,W_R,0.7662,log/pimaindians_diabetes_v5/4/biMaxInfgain/standard__noAug__noImbl/LogisticRegression,0.2,0.5,5012
5,W_F1,0.7583,log/pimaindians_diabetes_v5/6/infgain/minmax__noAug__noImbl/sklearn_SVM,0.2,0.5,5012
