Metric,Random_State:126.0,Split_Ratio:0.1,Scaler:standard,FeatureNum:5.0,Model:random_forest,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,Norm_Order:last,FeatureNum:6.0,FeatureNum:7.0
Accuracy,0.6996083777333777,0.6749555999556,0.6729441854441854,0.6742293971460639,0.660154428904429,0.6720196759259259,0.672121136964887,0.6653728216228216,0.6739929052429052,0.669594757094757
Macro_F1,0.6819626955648891,0.655518221245587,0.6545589108257757,0.6560149843343308,0.6419229030636423,0.6529551696265793,0.6530715459781263,0.646256175262934,0.6533552450241965,0.6494666922190471
Macro_Precision,0.7127748490044441,0.6860731035165812,0.6871009824755471,0.6854519420401641,0.675431682792008,0.6823180925883469,0.6827312720165569,0.6790478747257443,0.6830328863149349,0.6802316565054453
Macro_Recall,0.7105361269389047,0.6828976205550279,0.6844437717632161,0.6838075703017833,0.6753328387147831,0.6803903034979424,0.6805517403978052,0.675636283897858,0.6792403406492913,0.677083233310471
Weighted_F1,0.6961884358703636,0.6711804666091046,0.668913883889432,0.6711869631459949,0.6545964037146548,0.6686260039995052,0.6687451008869524,0.6611281426529957,0.6701581144565615,0.6654631757110377
Weighted_Precision,0.7522024181045058,0.7258266686771342,0.728037026207497,0.725800536497238,0.7172720844559182,0.7225089692713571,0.7230074508580221,0.7198718664699171,0.722189387800654,0.7203632663305685
