Cluster,Part
4,AugName:noAug
4,FS_Method:biMaxInfgain
4,FS_Method:infgain
4,FeatureNum:4.0
4,FeatureNum:6.0
4,ImblName:noImbl
4,Norm_Order:first
4,Norm_Order:last
1,FS_Method:noSelect
1,FeatureNum:7.0
1,FeatureNum:8.0
1,Scaler:minmax
1,Split_Ratio:0.2
6,FeatureNum:5.0
6,Model:GradientBoosting
6,Scaler:standard
6,Split_Ratio:0.1
10,Model:DTmodel
7,Model:LogisticRegression
9,Model:XGBmodel
2,Model:random_forest
8,Model:sklearn_SVM
3,Prob_Threshold:0.35
5,Prob_Threshold:0.5
