Metric,Split_Ratio:0.1,Split_Ratio:0.15,FeatureNum:6.0,FS_Method:noSelect,FeatureNum:8.0,FS_Method:biMaxInfgain,Scaler:standard,Norm_Order:last,Prob_Threshold:0.5,AugName:noAug
Accuracy,0.05651995789892681,0.048431633358450736,0.046827104367850356,0.04440231180669399,0.04440231180669399,0.046475720552680885,0.04551303138923147,0.045340634008303016,0.04530148424349204,0.04530148424349204
Macro_F1,0.060532649059631106,0.050900012020634496,0.05222139967615225,0.04808708739834486,0.04808708739834486,0.0512462293062636,0.04860469769679956,0.049539363029493945,0.04948956302768802,0.04948956302768802
Macro_Precision,0.06289327976554815,0.05637271890756455,0.05385979509235579,0.052324310031290636,0.052324310031290636,0.05318657768195611,0.05263212527991768,0.052768595860092436,0.052726144650619776,0.052726144650619776
Macro_Recall,0.059816484827524136,0.04981238097489595,0.05210956073681838,0.04814897987509616,0.04814897987509616,0.05068534472173076,0.04757447210537063,0.0491060456845199,0.04904594920307354,0.04904594920307354
Weighted_F1,0.05576799544633039,0.04699415703337851,0.04706830235794224,0.04380573801238317,0.04380573801238317,0.046449034135743465,0.04470222422025829,0.045034428950882874,0.04499196499857624,0.04499196499857624
Weighted_Precision,0.05560391927632115,0.04751376292552456,0.04757373163843155,0.045431599985238776,0.045431599985238776,0.04685979764375488,0.045266667947711635,0.04587745906195791,0.045836079706201,0.045836079706201
