Model,nrrs
LogisticRegression,0.5773502691896258
GradientBoosting,0.7857142857142857
DTmodel,1.0
XGBmodel,1.0773502691896257
sklearn_SVM,1.1428571428571428
random_forest,1.3571428571428572
