Model,nrrs
sklearn_SVM,0.5773502691896258
LogisticRegression,0.7637626158259733
GradientBoosting,0.8341296800493583
DTmodel,1.0
random_forest,1.0478435856026205
XGBmodel,1.1818181818181819
