Model,nrrs
XGBmodel,0.35714285714285715
sklearn_SVM,0.9999999999999998
DTmodel,1.0
LogisticRegression,1.0714285714285712
random_forest,1.6428571428571428
GradientBoosting,1.7142857142857144
