Metric,Mean,Std
Accuracy,0.7597833839213151,0.029121274429527354
Macro_Precision,0.7420842008216397,0.0334572351487483
Macro_Recall,0.722882171716682,0.023575626597289977
Macro_F1,0.727768056877185,0.026259954043567492
Weighted_Precision,0.7591168940890223,0.025081674073879998
Weighted_Recall,0.7597833839213151,0.02912127442952735
Weighted_F1,0.7555481103748486,0.026243722851909883
Micro_Precision,0.7597833839213151,0.029121274429527354
Micro_Recall,0.7597833839213151,0.029121274429527354
Micro_F1,0.7597833839213151,0.029121274429527354
Integrated_Score,0.7488191053190651,0.027158043760937663
