Metric,Model:GradientBoosting,Prob_Threshold:0.5,Model:random_forest,FeatureNum:4.0,FeatureNum:7.0,FS_Method:infgain,Norm_Order:last,ImblName:noImbl,AugName:noAug,Norm_Order:first
Accuracy,0.7046356421356421,0.7130982443482444,0.6880411255411256,0.7160781926406926,0.6876352813852814,0.7065746753246752,0.6998106060606061,0.6996903559403559,0.6996903559403559,0.6995701058201058
Macro_F1,0.6813032225100419,0.6774339624445076,0.6699391122993665,0.6903644995749292,0.6606290717367875,0.679618527773897,0.6737453593385995,0.6736130400194956,0.6736130400194956,0.6734807207003916
Macro_Precision,0.6858677432508663,0.6873960868197976,0.6815500846046108,0.6983722736245562,0.6701415109118738,0.6887750045982447,0.6814985786356564,0.6813374609523574,0.6813374609523574,0.6811763432690584
Macro_Recall,0.6877391975308642,0.675167609739369,0.6855504115226337,0.6946865354938271,0.6688811728395061,0.6852281057098765,0.6801886145404664,0.6800664437585733,0.6800664437585733,0.6799442729766804
Weighted_F1,0.705905768791227,0.7089718843552114,0.690001687605885,0.7157314422152173,0.6870666361040869,0.7056938863704451,0.6996623703135741,0.6995414479029516,0.6995414479029516,0.6994205254923291
Weighted_Precision,0.7172295472114594,0.7113283078097923,0.7181582152930441,0.7264342968815732,0.7030928354588236,0.7183117111880565,0.7126039762204578,0.7124694376439696,0.7124694376439696,0.7123348990674815
