Metric,Model:GradientBoosting,Prob_Threshold:0.5,Model:random_forest,FeatureNum:4.0,FeatureNum:7.0,FS_Method:infgain,Norm_Order:last,ImblName:noImbl,AugName:noAug,Norm_Order:first
Accuracy,0.04872618327772788,0.04483209097328451,0.055763496376245475,0.047051965026411686,0.04932773305191838,0.0477548097947077,0.047891605334864126,0.047826254845988854,0.047826254845988854,0.04781603846445007
Macro_F1,0.046505641512889904,0.046708422298859784,0.049716865189772044,0.043285432251359376,0.04979634455761367,0.045874669048355576,0.046948532551995915,0.04694264399696308,0.04694264399696308,0.046990814341460185
Macro_Precision,0.0453204547590283,0.05059359477751101,0.04183587975523819,0.04556985004859259,0.04870506878885423,0.045676240113700445,0.04671293339519239,0.04663914211673791,0.04663914211673791,0.04661883589369103
Macro_Recall,0.045067717451970406,0.044766786651428456,0.041717701310228034,0.03967490755621353,0.04934528083866961,0.043341693127480756,0.04537018522150586,0.04538371800183574,0.04538371800183574,0.045449520744094175
Weighted_F1,0.04624409656914019,0.04342236867970123,0.054527946763568765,0.04391139696599738,0.048430986621204326,0.04585254282081449,0.04623251735637009,0.04619725079935689,0.04619725079935689,0.04621524312423812
Weighted_Precision,0.04052311155636707,0.04322558393175075,0.03707698416565431,0.037703635727342234,0.04536439666346906,0.039787795555209005,0.0417426002952489,0.04172099241494752,0.04172099241494752,0.041747335989355525
