Metric,AugName:gaussian_noise,AugName:mixup,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:ADASYN,ImblName:RandomUnderSampler,ImblName:SMOTE,ImblName:TomekLinks,ImblName:noImbl,Model:random_forest,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Random_State:42.0,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.10047227281380952,0.035401705720984944,0.038068443033554014,0.09853904502724475,0.09907324474274673,0.09009490507593051,0.10048372885680894,0.08736577469013049,0.09764943751028698,0.09685821288552757,0.10156455803175182,0.10048372885680894,0.11914672047259342,0.09897905464424,0.10474217848368057,0.07026177595009787,0.06908244740353318,0.09632374513919262,0.08975886293119807,0.10211203488209696,0.11127677634891094,0.0658611134552731,0.09632374513919262,0.09331352163807713,0.09901792492438169,0.10296713494568736,0.08675652793455362
Macro_F1,0.10024710823112765,0.03615017672421503,0.03657716393224582,0.10647165445755631,0.10649097346240191,0.0960878411675253,0.10980352213314415,0.09171310920429754,0.10428315760155059,0.10374917883889181,0.11176145970753805,0.10980352213314415,0.12878403679961822,0.10519594979620105,0.11055853162463633,0.08202590298876049,0.07964171800572596,0.1036238892571827,0.09654636320148004,0.1099097452379862,0.12036521354351361,0.07766442516108164,0.1036238892571827,0.09927584522119434,0.10780769482082908,0.11089858874151128,0.09306555133657646
Macro_Precision,0.06154801075244304,0.03471370898500582,0.03158196249554742,0.06807530898592525,0.06791002097947928,0.064594896173432,0.06223415428812725,0.06649709771668444,0.06911192845336522,0.06339613209576592,0.06655135192889325,0.06223415428812725,0.0793343907033652,0.05655599054930984,0.06929410131224263,0.06265306076127368,0.06216500149101247,0.06655343984767506,0.0613607367327223,0.07118116760027013,0.06578929318571095,0.06714474122101749,0.06655343984767506,0.06342532093283472,0.06955765144750808,0.06773379725726764,0.05969429499910175
Macro_Recall,0.06197423029831329,0.040698249893521415,0.0359506155075031,0.08333256276879218,0.0843514605801556,0.07797803894854255,0.08261031326491952,0.07813521578677554,0.08319684283652799,0.0812902061087956,0.084059104167483,0.08261031326491952,0.09391079601768527,0.0758855928361443,0.0847546311739334,0.07785439031654418,0.07561394778279555,0.081961394681402,0.07703247504989265,0.08641871953060161,0.08537474441401895,0.07839172835323642,0.081961394681402,0.07861640054043985,0.08515588629467458,0.0858132714281566,0.07310766440060112
Weighted_F1,0.12535753372816308,0.03522138234198694,0.03794946832612477,0.11777439399436293,0.11749114793759408,0.10507884409149496,0.12333737754590324,0.09830544331749971,0.11470572001411872,0.11486198136989946,0.12507660625920167,0.12333737754590324,0.146760719712342,0.1202270908477457,0.12411801175134475,0.07861082802885858,0.07622388149660408,0.11435637734716114,0.10578159763227668,0.12193271411150633,0.13761656874373457,0.0698838340773896,0.11435637734716114,0.11039262247906591,0.1181045609727084,0.12241605328764993,0.10381661493098318
Weighted_Precision,0.06736090162427706,0.03912196053742314,0.03443533166443813,0.06894331324083795,0.06894898595325583,0.0661104838183964,0.06380515439376765,0.06656058051254737,0.0698079501974891,0.06422017858699687,0.06889289350892443,0.06380515439376765,0.0804835461790481,0.05740379829202317,0.069056192222099,0.06465920265726173,0.06297708012345404,0.06773665120764948,0.06247551450253011,0.07248698887971547,0.06606065417893613,0.06633033615748182,0.06773665120764948,0.06497390289645429,0.07023730190586291,0.06810837105852639,0.06143831029934251
