Metric,AugName:gaussian_noise,AugName:mixup,AugName:noAug,FS_Method:biMaxInfgain,FS_Method:biMeanInfgain,FS_Method:infgain,FS_Method:noSelect,FeatureNum:4.0,FeatureNum:5.0,FeatureNum:6.0,FeatureNum:7.0,FeatureNum:8.0,ImblName:ADASYN,ImblName:RandomUnderSampler,ImblName:SMOTE,ImblName:TomekLinks,ImblName:noImbl,Model:random_forest,Norm_Order:first,Norm_Order:last,Prob_Threshold:0.35,Prob_Threshold:0.5,Random_State:42.0,Scaler:minmax,Scaler:standard,Split_Ratio:0.1,Split_Ratio:0.2
Accuracy,0.5807754745254745,0.7305319680319681,0.7314248251748252,0.6793695887445887,0.6788352272727273,0.6839218073593074,0.6833333333333333,0.6764430014430014,0.6829274891774891,0.6819444444444445,0.6815205627705628,0.6833333333333333,0.65744671994672,0.6692682317682317,0.6713494838494838,0.7034527972027972,0.7030365467865468,0.6809107559107559,0.6871919746919747,0.6746295371295371,0.6505702630702631,0.7112512487512488,0.6809107559107559,0.6758866133866134,0.6859348984348984,0.6956293706293707,0.6661921411921412
Macro_F1,0.5501393169805409,0.7197318763752765,0.7227472188051743,0.6630595117311292,0.6627324166150204,0.666514506339332,0.6654540472890385,0.6595020412571297,0.6666910022483898,0.6660265169125527,0.6641890191625699,0.6654540472890385,0.645723227329667,0.6591330931750541,0.6590585424895232,0.6802368476782674,0.6768789762624746,0.6642061373869973,0.6705820311891078,0.6578302435848867,0.6422682299798145,0.68614404479418,0.6642061373869973,0.6627039491809567,0.6657083255930379,0.6803721425272604,0.6480401322467341
Macro_Precision,0.629205568749771,0.7308541029994832,0.7365906497711129,0.6981578113810426,0.6983646831937832,0.6978792925879419,0.707877577937186,0.6851183153054956,0.6986342257778636,0.7031788157819475,0.705604359351717,0.707877577937186,0.6927374765640923,0.7052115484407999,0.6971075375861857,0.7017733325556569,0.6975873073872098,0.698883440506789,0.7027333897088989,0.6950334913046791,0.7024117916505925,0.6953550893629855,0.698883440506789,0.6993949675968605,0.6983719134167176,0.7177226338048497,0.6800442472087282
Macro_Recall,0.6070176282051282,0.7451212606837607,0.7518372507122507,0.7015109953703703,0.7012060185185186,0.7000648148148148,0.7061026234567901,0.6900661008230453,0.7026489197530864,0.704985853909465,0.7060082304526749,0.7061026234567901,0.6966720085470086,0.7076311728395062,0.701158891263058,0.7043773741690408,0.6967874525166192,0.7013253798670465,0.7056513532763532,0.6969994064577397,0.7029890788224121,0.6996616809116809,0.7013253798670465,0.7032723171889839,0.6993784425451092,0.7204373219373219,0.6822134377967711
Weighted_F1,0.5579928773120278,0.7342432519901748,0.7353644087441928,0.6740244381074025,0.6736823916458313,0.6799049883101652,0.6758217259474503,0.6742129868881545,0.6785236448630763,0.6767116324317756,0.6740341599015258,0.6758217259474503,0.6490625452445641,0.6640821782594225,0.6667463322688645,0.7002766257916322,0.6991665485128424,0.6758668460154651,0.6831383449610372,0.668595347069893,0.6416646571741703,0.71006903485676,0.6758668460154651,0.6721309346040371,0.6796027574268934,0.689996860528347,0.6617368315025833
Weighted_Precision,0.6779131046318251,0.7726529984202889,0.780405961252125,0.7434483696064994,0.7438070752135837,0.7412487536882307,0.7535288179517802,0.7279262884396286,0.7426186147722139,0.7489603379992804,0.7518336901332957,0.7535288179517802,0.7425375587428795,0.7566670109848957,0.7448470287744298,0.7406060522200926,0.7336291231181007,0.7436573547680796,0.7469651790246152,0.740349530511544,0.7580702117267523,0.729244497809407,0.7436573547680796,0.7471608191754076,0.7401538903607519,0.7632219104755512,0.7240927990606081
