Metric,FeatureNum:7.0,Scaler:standard,Prob_Threshold:0.5,FS_Method:biMaxInfgain,FeatureNum:4.0,Norm_Order:first,Norm_Order:last,AugName:noAug,ImblName:noImbl,Split_Ratio:0.2
Accuracy,0.7084009740259739,0.7243265993265994,0.7309102934102933,0.7139136904761906,0.7261904761904762,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.7171717171717171,0.7171717171717171
Macro_F1,0.684589003926842,0.6990773722204632,0.6968488274882646,0.6892200365261657,0.6985355278035567,0.6918156009726308,0.6917951923488851,0.6918053966607579,0.6918053966607579,0.6918053966607579
Macro_Precision,0.6931620312088907,0.7032234455309918,0.7073722219246996,0.6948075315672742,0.7057300872968009,0.6983044453230826,0.6983397909990233,0.6983221181610529,0.6983221181610529,0.6983221181610529
Macro_Recall,0.6921026234567901,0.7021322016460906,0.6933196159122085,0.6948167438271605,0.7008314043209877,0.6967215363511661,0.6967018175582991,0.6967116769547325,0.6967116769547325,0.6967116769547325
Weighted_F1,0.7087161833789534,0.7244794929414665,0.7268477721665719,0.7142020416809068,0.724952292927655,0.7170605930948217,0.7170465859682573,0.7170535895315395,0.7170535895315395,0.7170535895315395
Weighted_Precision,0.7239922577048191,0.7309660301497305,0.7286345127736178,0.724824941986354,0.7320397489892306,0.7273061284901744,0.7273251426034234,0.7273156355467989,0.7273156355467989,0.7273156355467989
