Metric,AugName,FS_Method,FeatureNum,ImblName,Model,Norm_Order,Prob_Threshold,Scaler,Split_Ratio
Accuracy,0.0,0.08275398088910385,0.0,0.0,0.4960897537123945,0.06485020674447736,0.0,0.07110756553753703,0.0
Macro_F1,0.0,0.08132629664789719,0.0,0.0,0.5232879710988473,0.06777923872304203,0.0,0.05095081160692336,0.0
Macro_Precision,0.0,0.07670804432334112,0.0,0.0,0.5666362891398121,0.06206159520995948,0.0,0.04886565915568153,0.0
Macro_Recall,0.0,0.07759749297256144,0.0,0.0,0.5422728288224988,0.06391873436912165,0.0,0.05475893982624422,0.0
Weighted_F1,0.0,0.0829127892347605,0.0,0.0,0.5069737628280361,0.06720381022456101,0.0,0.05511945184915773,0.0
Weighted_Precision,0.0,0.07157502212921651,0.0,0.0,0.579137722886185,0.06256413653142562,0.0,0.04320777402879726,0.0
