Cluster,Part
1,AugName:noAug
1,FS_Method:infgain
1,FeatureNum:4.0
1,FeatureNum:5.0
1,FeatureNum:7.0
1,ImblName:noImbl
1,Norm_Order:first
1,Norm_Order:last
1,Scaler:minmax
1,Scaler:standard
1,Split_Ratio:0.2
4,FS_Method:biMaxInfgain
4,FeatureNum:6.0
2,FS_Method:noSelect
2,FeatureNum:8.0
10,Model:DTmodel
5,Model:GradientBoosting
5,Model:XGBmodel
8,Model:LogisticRegression
6,Model:random_forest
9,Model:sklearn_SVM
3,Prob_Threshold:0.35
7,Prob_Threshold:0.5
