Recall,Timestamp,RunID,LogDir,Class,Accuracy,Macro_F1,Weighted_F1,Precision,F1,Support,TP,FN,FP,TN,Norm_First,Split_Ratio,Prob_Threshold,Model_RunID
1.0,2026-02-04 00:13:42,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMaxInfgain/MinMax__gaussian_noise__ADASYN/GradientBoosting,1,0.3766233766233766,0.3031674208144796,0.2355879414702944,0.36,0.5294117647058824,54.0,54,0,96,4,True,0.2,0.35,1770071966168_8d52732c17701352225469573
1.0,2026-02-04 01:33:31,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMeanInfgain/Standard__gaussian_noise__ADASYN/GradientBoosting,1,0.3896103896103896,0.323930506258173,0.2609872847122987,0.3648648648648648,0.5346534653465347,54.0,54,0,94,6,True,0.2,0.35,1770071966168_8d52732c17701400119420179
1.0,2026-02-04 01:33:41,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/6/biMeanInfgain/gaussian_noise__RandomUnderSampler__Standard/random_forest,1,0.4155844155844156,0.3636363636363636,0.3093270365997639,0.375,0.5454545454545454,27.0,27,0,45,5,False,0.1,0.35,1770071966168_8d52732c17701400216331259
1.0,2026-02-03 22:24:32,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/5/biMeanInfgain/gaussian_noise__RandomUnderSampler__MinMax/XGBmodel,1,0.5324675324675324,0.51875,0.4944805194805195,0.4285714285714285,0.6,27.0,27,0,36,14,False,0.1,0.35,1770071966168_8d52732c17701286723667722
1.0,2026-02-04 03:28:24,1770071966168_8d52732c,log/pimaindians_diabetes/20260203-063916/7/biMeanInfgain/gaussian_noise__SMOTE__MinMax/GradientBoosting,1,0.3571428571428571,0.2707705553164012,0.1958059159953262,0.3529411764705882,0.5217391304347826,54.0,54,0,99,1,False,0.2,0.35,1770071966168_8d52732c17701469041787257
